Time,Value
0.0,-99.9931112
23.25565331796886,-99.9931112
35.99999999998501,-39.10701032878873
41.16475608077357,-39.107010328788746
60.2856326620465,99.8725000001441
68.68112008085693,99.87250000014409
70.84605925580355,87.3347960005854
79.49992958342304,87.33479600058538
87.91773835883991,-18.055712499992982
90.6447459518222,-18.055712499992982
97.51278944464941,-93.38672249999856
116.99999999998845,-93.38672249999864
118.99999999999773,-99.78265549984543
147.35500112927716,-99.7826554998454
157.99999999979676,-62.30473636426484
157.99999999979718,-62.304736364264876
159.76789286629875,-27.50000000005184
160.56617810346003,-27.500000000051628
163.91629619527063,-84.34338333172445
165.0,-84.34338333172462
178.81939675923522,-99.99999999964649
239.78308896105014,-99.99999999964649
255.46373931729198,-78.5053672722774
265.55199830007075,-78.50536727227744
266.999999999961,-99.56799999956684
270.5818745251776,-99.56799999956732
283.56429197942805,-69.15023100026326
302.99999999908783,-69.15023100026313
305.81967868967683,-99.99999999986494
325.8907874412511,-99.9999999998649
331.846811612607,-69.29239217400118
353.9687911847876,-69.29239217400118
354.7401181927308,-81.94544866652814
368.99999999966485,-81.94544866652826
370.73996977960365,-98.53150666617285
375.30109195402036,-98.53150666617296
383.9999999999732,50.89384711063667
392.75541015565835,50.89384711063783
395.1690179274076,80.04161000009479
397.8728944419348,80.04161000009461
403.6302639137055,-19.300523333331512
408.6402269515377,-19.300523333331725
410.7643631831585,-53.120499999996355
419.9021677419332,-53.120499999996206
420.99999999998187,-31.85000000026957
425.10098103892443,-31.85000000026972
472.9999999999308,-41.66275964085589
472.9999999999425,-41.66275964085589
475.9999999985782,-61.787027950212185
493.4422135284771,-61.787027950212355
496.9999999999945,-38.80016600010231
519.6036699610953,-38.800166000102436
521.9999999999999,-8.344033332905383
522.8616603266272,-8.344033332905099
525.7626919147029,87.95899999994799
527.7907514568167,87.95899999994938
531.0,-23.031727998895803
531.6453108602391,-23.031727998894524
534.9999999999499,-98.35520399922643
552.9029558930888,-98.35520399922598
555.9999999999495,-60.75346500057368
560.9999999976203,-60.753465000573655
562.8300851303624,-73.99999999983083
578.4419221860333,-73.99999999983038
584.0,-36.42317619055802
