Time,Value
0.0,-101.65394768472912
26.999999999945906,-95.65517945814008
26.99999999997503,-95.65517945814008
28.999999999984126,-57.07436810866341
34.51251018706186,-57.074368108663435
38.77466768394441,40.55837499999427
47.99999999999685,40.558374999994314
49.99999999999998,92.94838099998584
76.80324063402794,92.94838099998572
95.51168389590453,-99.53389719294148
151.9450619989081,-99.53389719294144
158.92989625738267,-51.030333335178064
160.63931800586434,-51.03033333517818
166.98816401562289,-99.99992586537928
240.9991536423612,-99.99992586537931
286.75619551932004,-64.64666666675201
375.3086957597155,-64.64666666675201
382.0,12.605293928523679
414.59864130214083,12.605293928523679
431.61263645700546,-35.99999999992565
520.8113829563447,-35.99999999992567
524.6051264931169,15.000000000000911
538.6864675010738,14.999999999999773
544.7547556845764,-99.96477074996436
584.0,-99.96477074996548
