,A3QFK8SWWMHIW,A3BPENSX5EVJ2,A371SNJNNUY9Z,AN26GE0GN8DP0
163600,-100.0,-100.0,,100.0
163673,-100.0,-100.0,,100.0
163718,-100.0,-100.0,,100.0
163740,-100.0,-100.0,,100.0
163763,-100.0,-100.0,,100.0
163830,-100.0,-100.0,,100.0
163854,-100.0,-100.0,,100.0
163931,-100.0,-100.0,,100.0
163996,-100.0,-100.0,,100.0
164118,-100.0,-100.0,,100.0
164145,-100.0,-100.0,,100.0
164263,-100.0,-100.0,,100.0
164284,-100.0,-100.0,,100.0
164311,-100.0,-100.0,,100.0
164332,-100.0,-100.0,,100.0
164406,-100.0,-100.0,,100.0
164426,-100.0,-100.0,,100.0
164608,-100.0,-100.0,,100.0
164631,-100.0,-100.0,,100.0
164712,-100.0,-100.0,,100.0
164750,-100.0,-100.0,,100.0
164784,-100.0,-100.0,,100.0
164795,-100.0,-100.0,,100.0
164863,-100.0,-100.0,,100.0
164888,-100.0,-100.0,,100.0
164914,-100.0,-100.0,,100.0
164944,-100.0,-100.0,,100.0
165075,-100.0,-100.0,,100.0
165147,-100.0,-100.0,,100.0
165190,-100.0,-100.0,,100.0
165224,-100.0,-100.0,,100.0
165331,-100.0,-100.0,,100.0
165381,-100.0,-100.0,,100.0
165444,-100.0,-100.0,,100.0
165465,-100.0,-100.0,,100.0
165536,-100.0,-100.0,,100.0
165557,-100.0,-100.0,,100.0
165616,-100.0,-100.0,,100.0
165633,-100.0,-100.0,,100.0
165726,-100.0,-100.0,,100.0
165749,-100.0,-100.0,,100.0
165865,-100.0,-100.0,,100.0
165934,-100.0,-100.0,,100.0
165964,-100.0,-100.0,,100.0
166003,-100.0,-100.0,,100.0
166155,-100.0,-100.0,,100.0
166188,-100.0,-100.0,,100.0
166256,-100.0,-100.0,,100.0
166299,-100.0,-100.0,,100.0
166357,-100.0,-100.0,,100.0
166383,-100.0,-100.0,,100.0
166411,-100.0,-100.0,,100.0
166434,-100.0,-100.0,,100.0
166543,-100.0,-100.0,,100.0
166587,-100.0,-100.0,,100.0
166684,-100.0,-100.0,,100.0
166715,-100.0,-100.0,,100.0
166840,-100.0,-100.0,,100.0
166862,-100.0,-100.0,,100.0
166928,-100.0,-100.0,,100.0
166940,-100.0,-100.0,,100.0
166997,-100.0,-100.0,,100.0
167009,-100.0,-100.0,,100.0
167044,-100.0,-100.0,,100.0
167099,-100.0,-100.0,,100.0
167208,-100.0,-100.0,,100.0
167229,-100.0,-100.0,,100.0
167374,-100.0,-100.0,,100.0
167446,-100.0,-100.0,,100.0
167513,-100.0,-100.0,,100.0
167553,-100.0,-100.0,,100.0
167585,-100.0,-100.0,,100.0
167608,-100.0,-100.0,,100.0
167641,-100.0,-100.0,,100.0
167650,-100.0,-100.0,,100.0
167651,-100.0,-100.0,100.0,100.0
167659,-100.0,-100.0,99.5,100.0
167670,-100.0,-100.0,99.0,100.0
167703,-100.0,-100.0,97.0,100.0
167720,-100.0,-100.0,96.0,100.0
167729,-100.0,-100.0,95.0,100.0
167749,-100.0,-100.0,94.0,100.0
167772,-100.0,-100.0,93.0,100.0
167797,-100.0,-100.0,90.0,100.0
167832,-100.0,-100.0,88.0,100.0
167850,-100.0,-100.0,87.0,100.0
167856,-100.0,-100.0,86.0,100.0
167885,-100.0,-100.0,85.0,100.0
167896,-100.0,-100.0,84.0,100.0
167919,-100.0,-100.0,83.0,100.0
167927,-100.0,-100.0,82.5,100.0
167937,-100.0,-100.0,82.0,100.0
167952,-100.0,-100.0,80.5,100.0
167973,-100.0,-100.0,79.0,100.0
168007,-100.0,-100.0,77.0,100.0
168014,-100.0,-100.0,76.0,100.0
168049,-100.0,-100.0,74.0,100.0
168065,-100.0,-100.0,73.5,100.0
168068,-100.0,-100.0,73.0,100.0
168083,-100.0,-100.0,72.0,100.0
168102,-100.0,-100.0,70.0,100.0
168120,-100.0,-100.0,69.0,100.0
168136,-100.0,-100.0,68.0,100.0
168154,-100.0,-100.0,67.0,100.0
168169,-100.0,-100.0,66.0,100.0
168189,-100.0,-100.0,65.0,100.0
168195,-100.0,-100.0,64.5,100.0
168207,-100.0,-100.0,64.0,100.0
168214,-100.0,-100.0,63.0,100.0
168226,-100.0,-100.0,62.5,100.0
168231,-100.0,-100.0,62.0,100.0
168247,-100.0,-100.0,60.0,100.0
168248,-100.0,-100.0,,100.0
168251,-100.0,-100.0,,100.0
168319,-100.0,-100.0,,100.0
168344,-100.0,-100.0,,100.0
168461,-100.0,-100.0,,100.0
168550,-100.0,-100.0,,100.0
168704,-100.0,-100.0,,100.0
168745,-100.0,-100.0,,100.0
168946,-100.0,-100.0,,100.0
168963,-100.0,-100.0,,100.0
169111,-100.0,-100.0,,100.0
169130,-100.0,-100.0,,100.0
169203,-100.0,-100.0,,100.0
169281,-100.0,-100.0,,100.0
169361,-100.0,-100.0,,100.0
169430,-100.0,-100.0,,100.0
169484,-100.0,-100.0,,100.0
169513,-100.0,-100.0,,100.0
169680,-100.0,-100.0,,100.0
169710,-100.0,-100.0,,100.0
169740,-100.0,-100.0,,100.0
169760,-100.0,-100.0,,100.0
169876,-100.0,-100.0,,100.0
169952,-100.0,-100.0,,100.0
170070,-100.0,-100.0,,100.0
170141,-100.0,-100.0,,100.0
170340,-100.0,-100.0,,100.0
170439,-100.0,-100.0,,100.0
170476,-100.0,-100.0,,100.0
170505,-100.0,-100.0,,100.0
170537,-100.0,-100.0,,100.0
170596,-100.0,-100.0,,100.0
170673,-100.0,-100.0,,100.0
170783,-100.0,-100.0,,100.0
170815,-100.0,-100.0,,100.0
170886,-100.0,-100.0,,100.0
170970,-100.0,-100.0,,100.0
170997,-100.0,-100.0,,100.0
171165,-100.0,-100.0,,100.0
171168,-100.0,-100.0,,100.0
171185,-100.0,-100.0,,100.0
171198,-100.0,-100.0,,100.0
171280,-100.0,-100.0,,100.0
171302,-100.0,-100.0,,100.0
171465,-100.0,-100.0,,100.0
171536,-100.0,-100.0,,100.0
171571,-100.0,-100.0,,100.0
171588,-100.0,-100.0,,100.0
171624,-100.0,-100.0,,100.0
171656,-100.0,-100.0,,100.0
171696,-100.0,-100.0,,100.0
171731,-100.0,-100.0,,100.0
171766,-100.0,-100.0,,100.0
171776,-100.0,-100.0,,100.0
171923,-100.0,-100.0,,100.0
171955,-100.0,-100.0,,100.0
171989,-100.0,-100.0,,100.0
172053,-100.0,-100.0,,100.0
172144,-100.0,-100.0,,100.0
172164,-100.0,-100.0,,100.0
172242,-100.0,-100.0,,100.0
172264,-100.0,-100.0,,100.0
172359,-100.0,-100.0,,100.0
172420,-100.0,-100.0,,100.0
172497,-100.0,-100.0,,100.0
172528,-100.0,-100.0,,100.0
172672,-100.0,-100.0,,100.0
172708,-100.0,-100.0,,100.0
172746,-100.0,-100.0,,100.0
172807,-100.0,-100.0,,100.0
173021,-100.0,-100.0,,100.0
173048,-100.0,-100.0,,100.0
173212,-100.0,-100.0,,100.0
173237,-100.0,-100.0,,100.0
173683,-100.0,-100.0,,100.0
173752,-100.0,-100.0,,100.0
173822,-100.0,-100.0,,100.0
173864,-100.0,-100.0,,100.0
174019,-100.0,-100.0,,100.0
174056,-100.0,-100.0,,100.0
174175,-100.0,-100.0,,100.0
174207,-100.0,-100.0,,100.0
174256,-100.0,-100.0,,100.0
174352,-100.0,-100.0,,100.0
174451,-100.0,-100.0,,100.0
174600,-100.0,-100.0,,100.0
174672,-100.0,-100.0,,100.0
174733,-100.0,-100.0,,100.0
174827,-100.0,-100.0,,100.0
174851,-100.0,-100.0,,100.0
174912,-100.0,-100.0,,100.0
174917,-100.0,-100.0,,100.0
174931,-100.0,-100.0,,100.0
174936,-100.0,-100.0,,100.0
174950,-100.0,-100.0,,100.0
174956,-100.0,-100.0,,100.0
174966,-100.0,-100.0,,100.0
174978,-100.0,-100.0,,100.0
174987,-100.0,-100.0,,100.0
174997,-100.0,-100.0,,100.0
175021,-100.0,-100.0,,100.0
175036,-100.0,-100.0,,100.0
175046,-100.0,-100.0,,100.0
175053,-100.0,-100.0,,100.0
175091,-100.0,-100.0,,100.0
175099,-100.0,-100.0,,100.0
175124,-100.0,-100.0,,100.0
175136,-100.0,-100.0,,100.0
175152,-100.0,-100.0,,100.0
175161,-100.0,-100.0,,100.0
175191,-100.0,-100.0,,100.0
175208,-100.0,-100.0,,100.0
175243,-100.0,-100.0,,100.0
175247,-100.0,-100.0,,100.0
175259,-100.0,-100.0,,100.0
175266,-100.0,-100.0,,100.0
175276,-100.0,-100.0,,100.0
175284,-100.0,-100.0,,100.0
175308,-100.0,-100.0,,100.0
175315,-100.0,-100.0,,100.0
175328,-100.0,-100.0,,100.0
175337,-100.0,-100.0,,100.0
175365,-100.0,-100.0,,100.0
175371,-100.0,-100.0,,100.0
175407,-100.0,-100.0,,100.0
175414,-100.0,-100.0,,100.0
175442,-100.0,-100.0,,100.0
175448,-100.0,-100.0,,100.0
175464,-100.0,-100.0,,100.0
175470,-100.0,-100.0,,100.0
175481,-100.0,-100.0,,100.0
175488,-100.0,-100.0,,100.0
175515,-100.0,-100.0,,100.0
175522,-100.0,-100.0,,100.0
175539,-100.0,-100.0,,100.0
175546,-100.0,-100.0,,100.0
175592,-100.0,-100.0,,100.0
175601,-100.0,-100.0,,100.0
175627,-100.0,-100.0,,100.0
175643,-100.0,-100.0,,100.0
175657,-100.0,-100.0,,100.0
175664,-100.0,-100.0,,100.0
175675,-100.0,-100.0,,100.0
175683,-100.0,-100.0,,100.0
175713,-100.0,-100.0,,100.0
175722,-100.0,-100.0,,100.0
175754,-100.0,-100.0,,100.0
175764,-100.0,-100.0,,100.0
175775,-100.0,-100.0,,100.0
175786,-100.0,-100.0,,100.0
175803,-100.0,-100.0,,100.0
175823,-100.0,-100.0,,100.0
175853,-100.0,-100.0,,100.0
175860,-100.0,-100.0,,100.0
175888,-100.0,-100.0,,100.0
175894,-100.0,-100.0,,100.0
175924,-100.0,-100.0,,100.0
175934,-100.0,-100.0,,100.0
175966,-100.0,-100.0,,100.0
175974,-100.0,-100.0,,100.0
175986,-100.0,-100.0,,100.0
175993,-100.0,-100.0,,100.0
176008,-100.0,-100.0,,100.0
176015,-100.0,-100.0,,100.0
176026,-100.0,-100.0,,100.0
176039,-100.0,-100.0,,100.0
176059,-100.0,-100.0,,100.0
176068,-100.0,-100.0,,100.0
176110,-100.0,-100.0,,100.0
176118,-100.0,-100.0,,100.0
176131,-100.0,-100.0,,100.0
176138,-100.0,-100.0,,100.0
176149,-100.0,-100.0,,100.0
176159,-100.0,-100.0,,100.0
176179,-100.0,-100.0,,100.0
176188,-100.0,-100.0,,100.0
176218,-100.0,-100.0,,100.0
176241,-100.0,-100.0,,100.0
176254,-100.0,-100.0,,100.0
176263,-100.0,-100.0,,100.0
176275,-100.0,-100.0,,100.0
176283,-100.0,-100.0,,100.0
176296,-100.0,-100.0,,100.0
176306,-100.0,-100.0,,100.0
176319,-100.0,-100.0,,100.0
176329,-100.0,-100.0,,100.0
176342,-100.0,-100.0,,100.0
176351,-100.0,-100.0,,100.0
176370,-100.0,-100.0,,100.0
176372,-100.0,-100.0,,100.0
176405,-100.0,-100.0,,100.0
176412,-100.0,-100.0,,100.0
176444,-100.0,-100.0,,100.0
176454,-100.0,-100.0,,100.0
176466,-100.0,-100.0,,100.0
176477,-100.0,-100.0,,100.0
176488,-100.0,-100.0,,100.0
176497,-100.0,-100.0,,100.0
176527,-100.0,-100.0,,100.0
176533,-100.0,-100.0,,100.0
176580,-100.0,-100.0,,100.0
176589,-100.0,-100.0,,100.0
176611,-100.0,-100.0,,100.0
176618,-100.0,-100.0,,100.0
176632,-100.0,-100.0,,100.0
176647,-100.0,-100.0,,100.0
176661,-100.0,-100.0,,100.0
176670,-100.0,-100.0,,100.0
176710,-100.0,-100.0,,100.0
176720,-100.0,-100.0,,100.0
176739,-100.0,-100.0,,100.0
176746,-100.0,-100.0,,100.0
176761,-100.0,-100.0,,100.0
176769,-100.0,-100.0,,100.0
176783,-100.0,-100.0,,100.0
176791,-100.0,-100.0,,100.0
176805,-100.0,-100.0,,100.0
176820,-100.0,-100.0,,100.0
176866,-100.0,-100.0,,100.0
176871,-100.0,-100.0,,100.0
176886,-100.0,-100.0,,100.0
176893,-100.0,-100.0,,100.0
176906,-100.0,-100.0,,100.0
176914,-100.0,-100.0,,100.0
176949,-100.0,-100.0,,100.0
176959,-100.0,-100.0,,100.0
196516,-100.0,-100.0,,100.0
196517,-100.0,-100.0,,100.0
196530,-100.0,-100.0,,100.0
196603,-100.0,-100.0,,100.0
196616,-100.0,-100.0,,100.0
196670,-100.0,-100.0,,100.0
196686,-100.0,-100.0,,100.0
196716,-100.0,-100.0,,100.0
196760,-100.0,-100.0,,100.0
196832,-100.0,-100.0,,100.0
196835,-100.0,-100.0,,100.0
196895,-100.0,-100.0,,100.0
196903,-100.0,-100.0,,100.0
196933,-100.0,-100.0,,100.0
196962,-100.0,-100.0,,100.0
197024,-100.0,-100.0,,100.0
197029,-100.0,-100.0,,100.0
197085,-100.0,-100.0,,100.0
197096,-100.0,-100.0,,100.0
197163,-100.0,-100.0,,100.0
197164,-100.0,-100.0,,100.0
197165,-100.0,-100.0,,100.0
197171,-100.0,-100.0,,100.0
197183,-100.0,-100.0,,100.0
197208,-100.0,-100.0,,100.0
197214,-100.0,-100.0,,100.0
197217,-100.0,-100.0,,100.0
197235,-100.0,-100.0,,100.0
197253,-100.0,-100.0,,100.0
197258,-100.0,-100.0,,100.0
197259,-100.0,-100.0,,100.0
197269,-100.0,-100.0,,100.0
197287,-100.0,-100.0,,100.0
197295,-100.0,-100.0,,100.0
197311,-100.0,-100.0,,100.0
197326,-100.0,-100.0,,100.0
197330,-100.0,-100.0,,100.0
197336,-100.0,-100.0,,100.0
197337,-100.0,-100.0,,100.0
197347,-100.0,-100.0,,100.0
197363,-100.0,-100.0,,100.0
197382,-100.0,-100.0,,100.0
197399,-100.0,-100.0,,100.0
197417,-100.0,-100.0,,100.0
197434,-100.0,-100.0,,100.0
197452,-100.0,-100.0,,100.0
197469,-100.0,-100.0,,100.0
197486,-100.0,-100.0,,100.0
197505,-100.0,-100.0,,100.0
197511,-100.0,-100.0,,100.0
197529,-100.0,-100.0,,100.0
197546,-100.0,-100.0,,100.0
197563,-100.0,-100.0,,100.0
197581,-100.0,-100.0,,100.0
197599,-100.0,-100.0,,100.0
197616,-100.0,-100.0,,100.0
197634,-100.0,-100.0,,100.0
197668,-100.0,-100.0,,100.0
197686,-100.0,-100.0,,100.0
197704,-100.0,-100.0,,100.0
197710,-100.0,-100.0,,100.0
197727,-100.0,-100.0,,100.0
197746,-100.0,-100.0,,100.0
197762,-100.0,-100.0,,100.0
197780,-100.0,-100.0,,100.0
197799,-100.0,-100.0,,100.0
197815,-100.0,-100.0,,100.0
197833,-100.0,-100.0,,100.0
197850,-100.0,-100.0,,100.0
197867,-100.0,-100.0,,100.0
197885,-100.0,-100.0,,100.0
197904,-100.0,-100.0,,100.0
197920,-100.0,-100.0,,100.0
197938,-100.0,-100.0,,100.0
197945,-100.0,-100.0,,100.0
197963,-100.0,-100.0,,100.0
197980,-100.0,-100.0,,100.0
198001,-100.0,-100.0,,100.0
198032,-100.0,-100.0,,100.0
198050,-100.0,-100.0,,100.0
198067,-100.0,-100.0,,100.0
198085,-100.0,-100.0,,100.0
198103,-100.0,-100.0,,100.0
198119,-100.0,-100.0,,100.0
198137,-100.0,-100.0,,100.0
198144,-100.0,-100.0,,100.0
198162,-100.0,-100.0,,100.0
198179,-100.0,-100.0,,100.0
198196,-100.0,-100.0,,100.0
198214,-100.0,-100.0,,100.0
198231,-100.0,-100.0,,100.0
198249,-100.0,-100.0,,100.0
198266,-100.0,-100.0,,100.0
198284,-100.0,-100.0,,100.0
198302,-100.0,-100.0,,100.0
198318,-100.0,-100.0,,100.0
198337,-100.0,-100.0,,100.0
198354,-100.0,-100.0,,100.0
198363,-100.0,-100.0,,100.0
198378,-100.0,-100.0,,100.0
198396,-100.0,-100.0,,100.0
198413,-100.0,-100.0,,100.0
198431,-100.0,-100.0,,100.0
198449,-100.0,-100.0,,100.0
198466,-100.0,-100.0,,100.0
198484,-100.0,-100.0,,100.0
198501,-100.0,-100.0,,100.0
198518,-100.0,-100.0,,100.0
198536,-100.0,-100.0,,100.0
198554,-100.0,-100.0,,100.0
198570,-100.0,-100.0,,100.0
198578,-100.0,-100.0,,100.0
198595,-100.0,-100.0,,100.0
198612,-100.0,-100.0,,100.0
198630,-100.0,-100.0,,100.0
198649,-100.0,-100.0,,100.0
198665,-100.0,-100.0,,100.0
198683,-100.0,-100.0,,100.0
198700,-100.0,-100.0,,100.0
198718,-100.0,-100.0,,100.0
198735,-100.0,-100.0,,100.0
198754,-100.0,-100.0,,100.0
198769,-100.0,-100.0,,100.0
198788,-100.0,-100.0,,100.0
198795,-100.0,-100.0,,100.0
198812,-100.0,-100.0,,100.0
198830,-100.0,-100.0,,100.0
198847,-100.0,-100.0,,100.0
198864,-100.0,-100.0,,100.0
198882,-100.0,-100.0,,100.0
198900,-100.0,-100.0,,100.0
198918,-100.0,-100.0,,100.0
199299,-100.0,-100.0,,100.0
199317,-100.0,-100.0,,100.0
199351,-100.0,-100.0,,100.0
199368,-100.0,-100.0,,100.0
199387,-100.0,-100.0,,100.0
199404,-100.0,-100.0,,100.0
199420,-100.0,-100.0,,100.0
199427,-100.0,-100.0,,100.0
199446,-100.0,-100.0,,100.0
199465,-100.0,-100.0,,100.0
199481,-100.0,-100.0,,100.0
199497,-100.0,-100.0,,100.0
199515,-100.0,-100.0,,100.0
199532,-100.0,-100.0,,100.0
199551,-100.0,-100.0,,100.0
199569,-100.0,-100.0,,100.0
199586,-100.0,-100.0,,100.0
199602,-100.0,-100.0,,100.0
199620,-100.0,-100.0,,100.0
199638,-100.0,-100.0,,100.0
199645,-100.0,-100.0,,100.0
199662,-100.0,-100.0,,100.0
199679,-100.0,-100.0,,100.0
199697,-100.0,-100.0,,100.0
199714,-100.0,-100.0,,100.0
199732,-100.0,-100.0,,100.0
199751,-100.0,-100.0,,100.0
199767,-100.0,-100.0,,100.0
199784,-100.0,-100.0,,100.0
199801,-100.0,-100.0,,100.0
199819,-100.0,-100.0,,100.0
199837,-100.0,-100.0,,100.0
199844,-100.0,-100.0,,100.0
199860,-100.0,-100.0,,100.0
199879,-100.0,-100.0,,100.0
199895,-100.0,-100.0,,100.0
199914,-100.0,-100.0,,100.0
199931,-100.0,-100.0,,100.0
199949,-100.0,-100.0,,100.0
199966,-100.0,-100.0,,100.0
199984,-100.0,-100.0,,100.0
200001,-100.0,-100.0,,100.0
200018,-100.0,-100.0,,100.0
200037,-100.0,-100.0,,100.0
200053,-100.0,-100.0,,100.0
200071,-100.0,-100.0,,100.0
200079,-100.0,-100.0,,100.0
200096,-100.0,-100.0,,100.0
200113,-100.0,-100.0,,100.0
200131,-100.0,-100.0,,100.0
200147,-100.0,-100.0,,100.0
200165,-100.0,-100.0,,100.0
200183,-100.0,-100.0,,100.0
200200,-100.0,-100.0,,100.0
200218,-100.0,-100.0,,100.0
200236,-100.0,-100.0,,100.0
200253,-100.0,-100.0,,100.0
200272,-100.0,-100.0,,100.0
200277,-100.0,-100.0,,100.0
200295,-100.0,-100.0,,100.0
200312,-100.0,-100.0,,100.0
200330,-100.0,-100.0,,100.0
200347,-100.0,-100.0,,100.0
200365,-100.0,-100.0,,100.0
200687,-100.0,-100.0,,100.0
200694,-100.0,-100.0,,100.0
200712,-100.0,-100.0,,100.0
200729,-100.0,-100.0,,100.0
200746,-100.0,-100.0,,100.0
200763,-100.0,-100.0,,100.0
200781,-100.0,-100.0,,100.0
200798,-100.0,-100.0,,100.0
200816,-100.0,-100.0,,100.0
217123,-100.0,-100.0,,100.0
217146,-100.0,-100.0,,100.0
217225,-100.0,-100.0,,100.0
217309,-100.0,-100.0,,100.0
217448,-100.0,-100.0,,100.0
217467,-100.0,-100.0,,100.0
217567,-100.0,-100.0,,100.0
217585,-100.0,-100.0,,100.0
217716,-100.0,-100.0,,100.0
217739,-100.0,-100.0,,100.0
217815,-100.0,-100.0,,100.0
217854,-100.0,-100.0,,100.0
217888,-100.0,-100.0,,100.0
217899,-100.0,-100.0,,100.0
217936,-100.0,-100.0,,100.0
217946,-100.0,-100.0,,100.0
218713,-100.0,-100.0,,100.0
218741,-100.0,-100.0,,100.0
218767,-100.0,-100.0,,100.0
218777,-100.0,-100.0,,100.0
218801,-100.0,-100.0,,100.0
218812,-100.0,-100.0,,100.0
218837,-100.0,-100.0,,100.0
218846,-100.0,-100.0,,100.0
218879,-100.0,-100.0,,100.0
218888,-100.0,-100.0,,100.0
218928,-100.0,-100.0,,100.0
218941,-100.0,-100.0,,100.0
218967,-100.0,-100.0,,100.0
218976,-100.0,-100.0,,100.0
219001,-100.0,-100.0,,100.0
219012,-100.0,-100.0,,100.0
219038,-100.0,-100.0,,100.0
219046,-100.0,-100.0,,100.0
219098,-100.0,-100.0,,100.0
219106,-100.0,-100.0,,100.0
219142,-100.0,-100.0,,100.0
219151,-100.0,-100.0,,100.0
219177,-100.0,-100.0,,100.0
219185,-100.0,-100.0,,100.0
219212,-100.0,-100.0,,100.0
219219,-100.0,-100.0,,100.0
219245,-100.0,-100.0,,100.0
219251,-100.0,-100.0,,100.0
219274,-100.0,-100.0,,100.0
219283,-100.0,-100.0,,100.0
219339,-100.0,-100.0,,100.0
219340,-100.0,-100.0,,100.0
219364,-100.0,-100.0,,100.0
219375,-100.0,-100.0,,100.0
219400,-100.0,-100.0,,100.0
219410,-100.0,-100.0,,100.0
219469,-100.0,-100.0,,100.0
219476,-100.0,-100.0,,100.0
219503,-100.0,-100.0,,100.0
219511,-100.0,-100.0,,100.0
219537,-100.0,-100.0,,100.0
219538,-100.0,-100.0,,100.0
219565,-100.0,-100.0,,100.0
219573,-100.0,-100.0,,100.0
219599,-100.0,-100.0,,100.0
219605,-100.0,-100.0,,100.0
219679,-100.0,-100.0,,100.0
219699,-100.0,-100.0,,100.0
219737,-100.0,-100.0,,100.0
219741,-100.0,-100.0,,100.0
219755,-100.0,-100.0,,100.0
219761,-100.0,-100.0,,100.0
219778,-100.0,-100.0,,100.0
219783,-100.0,-100.0,,100.0
219795,-100.0,-100.0,,100.0
219802,-100.0,-100.0,,100.0
219814,-100.0,-100.0,,100.0
219823,-100.0,-100.0,,100.0
219836,-100.0,-100.0,,100.0
219844,-100.0,-100.0,,100.0
219856,-100.0,-100.0,,100.0
219863,-100.0,-100.0,,100.0
219882,-100.0,-100.0,,100.0
219891,-100.0,-100.0,,100.0
219904,-100.0,-100.0,,100.0
219913,-100.0,-100.0,,100.0
219925,-100.0,-100.0,,100.0
219933,-100.0,-100.0,,100.0
219945,-100.0,-100.0,,100.0
219954,-100.0,-100.0,,100.0
219968,-100.0,-100.0,,100.0
219970,-100.0,-100.0,,100.0
220012,-100.0,-100.0,,100.0
220018,-100.0,-100.0,,100.0
220032,-100.0,-100.0,,100.0
220039,-100.0,-100.0,,100.0
220052,-100.0,-100.0,,100.0
220060,-100.0,-100.0,,100.0
220089,-100.0,-100.0,,100.0
220095,-100.0,-100.0,,100.0
220125,-100.0,-100.0,,100.0
220134,-100.0,-100.0,,100.0
220168,-100.0,-100.0,,100.0
220175,-100.0,-100.0,,100.0
220187,-100.0,-100.0,,100.0
220192,-100.0,-100.0,,100.0
220225,-100.0,-100.0,,100.0
220231,-100.0,-100.0,,100.0
220261,-100.0,-100.0,,100.0
220271,-100.0,-100.0,,100.0
220296,-100.0,-100.0,,100.0
220304,-100.0,-100.0,,100.0
220318,-100.0,-100.0,,100.0
220324,-100.0,-100.0,,100.0
220350,-100.0,-100.0,,100.0
220358,-100.0,-100.0,,100.0
220371,-100.0,-100.0,,100.0
220379,-100.0,-100.0,,100.0
220399,-100.0,-100.0,,100.0
220405,-100.0,-100.0,,100.0
220419,-100.0,-100.0,,100.0
220426,-100.0,-100.0,,100.0
220453,-100.0,-100.0,,100.0
220473,-100.0,-100.0,,100.0
220487,-100.0,-100.0,,100.0
220499,-100.0,-100.0,,100.0
220512,-100.0,-100.0,,100.0
220523,-100.0,-100.0,,100.0
220538,-100.0,-100.0,,100.0
220551,-100.0,-100.0,,100.0
220565,-100.0,-100.0,,100.0
220572,-100.0,-100.0,,100.0
220590,-100.0,-100.0,,100.0
220595,-100.0,-100.0,,100.0
220609,-100.0,-100.0,,100.0
220614,-100.0,-100.0,,100.0
220628,-100.0,-100.0,,100.0
220636,-100.0,-100.0,,100.0
220683,-100.0,-100.0,,100.0
220687,-100.0,-100.0,,100.0
220701,-100.0,-100.0,,100.0
220713,-100.0,-100.0,,100.0
220746,-100.0,-100.0,,100.0
220750,-100.0,-100.0,,100.0
220765,-100.0,-100.0,,100.0
220773,-100.0,-100.0,,100.0
220789,-100.0,-100.0,,100.0
220799,-100.0,-100.0,,100.0
220827,-100.0,-100.0,,100.0
220840,-100.0,-100.0,,100.0
220872,-100.0,-100.0,,100.0
220890,-100.0,-100.0,,100.0
220909,-100.0,-100.0,,100.0
220915,-100.0,-100.0,,100.0
220937,-100.0,-100.0,,100.0
220945,-100.0,-100.0,,100.0
220963,-100.0,-100.0,,100.0
220970,-100.0,-100.0,,100.0
221004,-100.0,-100.0,,100.0
221009,-100.0,-100.0,,100.0
221044,-100.0,-100.0,,100.0
221056,-100.0,-100.0,,100.0
221094,-100.0,-100.0,,100.0
221099,-100.0,-100.0,,100.0
221115,-100.0,-100.0,,100.0
221123,-100.0,-100.0,,100.0
221139,-100.0,-100.0,,100.0
221150,-100.0,-100.0,,100.0
221202,-100.0,-100.0,,100.0
221213,-100.0,-100.0,,100.0
221230,-100.0,-100.0,,100.0
221237,-100.0,-100.0,,100.0
221258,-100.0,-100.0,,100.0
221267,-100.0,-100.0,,100.0
221283,-100.0,-100.0,,100.0
221291,-100.0,-100.0,,100.0
221307,-100.0,-100.0,,100.0
221314,-100.0,-100.0,,100.0
221343,-100.0,-100.0,,100.0
221351,-100.0,-100.0,,100.0
221369,-100.0,-100.0,,100.0
221376,-100.0,-100.0,,100.0
221398,-100.0,-100.0,,100.0
221406,-100.0,-100.0,,100.0
221423,-100.0,-100.0,,100.0
221428,-100.0,-100.0,,100.0
221448,-100.0,-100.0,,100.0
221455,-100.0,-100.0,,100.0
221503,-100.0,-100.0,,100.0
221514,-100.0,-100.0,,100.0
221533,-100.0,-100.0,,100.0
221544,-100.0,-100.0,,100.0
221563,-100.0,-100.0,,100.0
221568,-100.0,-100.0,,100.0
221588,-100.0,-100.0,,100.0
221598,-100.0,-100.0,,100.0
221616,-100.0,-100.0,,100.0
221621,-100.0,-100.0,,100.0
221640,-100.0,-100.0,,100.0
221658,-100.0,-100.0,,100.0
221675,-100.0,-100.0,,100.0
221677,-100.0,-100.0,,100.0
221696,-100.0,-100.0,,100.0
221702,-100.0,-100.0,,100.0
221721,-100.0,-100.0,,100.0
221732,-100.0,-100.0,,100.0
221750,-100.0,-100.0,,100.0
221762,-100.0,-100.0,,100.0
221782,-100.0,-100.0,,100.0
221796,-100.0,-100.0,,100.0
221818,-100.0,-100.0,,100.0
221823,-100.0,-100.0,,100.0
221844,-100.0,-100.0,,100.0
221853,-100.0,-100.0,,100.0
222001,-100.0,-100.0,,100.0
222035,-100.0,-100.0,,100.0
222075,-100.0,-100.0,,100.0
222095,-100.0,-100.0,,100.0
222125,-100.0,-100.0,,100.0
222154,-100.0,-100.0,,100.0
222212,-100.0,-100.0,,100.0
222235,-100.0,-100.0,,100.0
222282,-100.0,-100.0,,100.0
222302,-100.0,-100.0,,100.0
222377,-100.0,-100.0,,100.0
222404,-100.0,-100.0,,100.0
222446,-100.0,-100.0,,100.0
222482,-100.0,-100.0,,100.0
222573,-100.0,-100.0,,100.0
