,AMWN796XA8EMA,A2RG35OL29USI,A1CF1W8CP0DHB,A21LNC7SH15DN
85655,-100.0,-100.0,-100.0,-100.0
85659,-100.0,-100.0,-100.0,-100.0
85673,-100.0,-100.0,-100.0,-100.0
85682,-100.0,-100.0,-100.0,-100.0
85690,-100.0,-100.0,-100.0,-100.0
85741,-100.0,-100.0,-100.0,-100.0
85760,-100.0,-100.0,-100.0,-100.0
85792,-100.0,-100.0,-100.0,-100.0
85842,-100.0,-100.0,-100.0,-100.0
85874,-100.0,-100.0,-100.0,-100.0
85910,-100.0,-100.0,-100.0,-100.0
85942,-100.0,-100.0,-100.0,-100.0
85958,-100.0,-100.0,-100.0,-100.0
85992,-100.0,-100.0,-100.0,-100.0
86027,-100.0,-100.0,-100.0,-100.0
86335,-100.0,-100.0,-100.0,-100.0
86350,-100.0,-100.0,-100.0,-100.0
86403,-100.0,-100.0,-100.0,-100.0
86414,-100.0,-100.0,-100.0,-100.0
86448,-100.0,-100.0,-100.0,-100.0
86459,-100.0,-100.0,-100.0,-100.0
87430,-100.0,-100.0,-100.0,-100.0
87449,-100.0,-100.0,-100.0,-100.0
87480,-100.0,-100.0,-100.0,-100.0
87497,-100.0,-100.0,-100.0,-100.0
87531,-100.0,-100.0,-100.0,-100.0
87547,-100.0,-100.0,-100.0,-100.0
87581,-100.0,-100.0,-100.0,-100.0
87815,-100.0,-100.0,-100.0,-100.0
87833,-100.0,-100.0,-100.0,-100.0
87862,-100.0,-100.0,-100.0,-100.0
87895,-100.0,-100.0,-100.0,-100.0
87915,-100.0,-100.0,-100.0,-100.0
87949,-100.0,-100.0,-100.0,-100.0
88047,-100.0,-100.0,-100.0,-100.0
88058,-100.0,-100.0,-100.0,-100.0
88104,-100.0,-100.0,-100.0,-100.0
88113,-100.0,-100.0,-100.0,-100.0
88260,-100.0,-100.0,-100.0,-100.0
88271,-100.0,-100.0,-100.0,-100.0
88308,-100.0,-100.0,-100.0,-100.0
88317,-100.0,-100.0,-100.0,-100.0
88440,-100.0,-100.0,-100.0,-100.0
88456,-100.0,-100.0,-100.0,-100.0
88620,-100.0,-100.0,-100.0,-100.0
88635,-100.0,-100.0,-100.0,-100.0
88667,-100.0,-100.0,-100.0,-100.0
88673,-100.0,-100.0,-100.0,-100.0
88810,-100.0,-100.0,-100.0,-100.0
88829,-100.0,-100.0,-100.0,-100.0
88867,-100.0,-100.0,-100.0,-100.0
88871,-100.0,-100.0,-100.0,-100.0
88968,-100.0,-100.0,-100.0,-100.0
88988,-100.0,-100.0,-100.0,-100.0
89016,-100.0,-100.0,-100.0,-100.0
89034,-100.0,-100.0,-100.0,-100.0
89051,-100.0,-100.0,-100.0,-100.0
89086,-100.0,-100.0,-100.0,-100.0
89220,-100.0,-100.0,-100.0,-100.0
89226,-100.0,-100.0,-100.0,-100.0
89240,-100.0,-100.0,-100.0,-100.0
89246,-100.0,-100.0,-100.0,-100.0
89269,-100.0,-100.0,-100.0,-100.0
89285,-100.0,-100.0,-100.0,-100.0
89293,-100.0,-100.0,-100.0,-100.0
89303,-100.0,-100.0,-100.0,-100.0
89305,-100.0,-100.0,-100.0,-100.0
89328,-100.0,-100.0,-100.0,-100.0
89347,-100.0,-100.0,-100.0,-100.0
89395,-100.0,-100.0,-100.0,-100.0
89422,-100.0,-100.0,-100.0,-100.0
89436,-100.0,-100.0,-100.0,-100.0
89464,-100.0,-100.0,-100.0,-100.0
89470,-100.0,-100.0,-100.0,-100.0
89493,-100.0,-100.0,-100.0,-100.0
89498,-100.0,-100.0,-100.0,-100.0
89506,-100.0,-100.0,-100.0,-100.0
89530,-100.0,-100.0,-100.0,-100.0
89534,-100.0,-100.0,-100.0,-100.0
89549,-100.0,-100.0,-100.0,-100.0
89563,-100.0,-100.0,-100.0,-100.0
89587,-100.0,-100.0,-100.0,-100.0
89596,-100.0,-100.0,-100.0,-100.0
89608,-100.0,-100.0,-100.0,-100.0
89611,-100.0,-100.0,-100.0,-100.0
89619,-100.0,-100.0,-100.0,-100.0
89641,-100.0,-100.0,-100.0,-100.0
89647,-100.0,-100.0,-100.0,-100.0
89668,-100.0,-100.0,-100.0,-100.0
89671,-100.0,-100.0,-100.0,-100.0
89675,-100.0,-100.0,-100.0,-100.0
89696,-100.0,-100.0,-100.0,-100.0
89705,-100.0,-100.0,-100.0,-100.0
89717,-100.0,-100.0,-100.0,-100.0
89744,-100.0,-100.0,-100.0,-100.0
89758,-100.0,-100.0,-100.0,-100.0
89786,-100.0,-100.0,-100.0,-100.0
89799,-100.0,-100.0,-100.0,-100.0
89823,-100.0,-100.0,-100.0,-100.0
89833,-100.0,-100.0,-100.0,-100.0
89856,-100.0,-100.0,-100.0,-100.0
89869,-100.0,-100.0,-100.0,-100.0
89873,-100.0,-100.0,-100.0,-100.0
89891,-100.0,-100.0,-100.0,-100.0
89922,-100.0,-100.0,-100.0,-100.0
89939,-100.0,-100.0,-100.0,-100.0
89956,-100.0,-100.0,-100.0,-100.0
89972,-100.0,-100.0,-100.0,-100.0
89985,-100.0,-100.0,-100.0,-100.0
90015,-100.0,-100.0,-100.0,-100.0
90033,-100.0,-100.0,-100.0,-100.0
90045,-100.0,-100.0,-100.0,-100.0
90055,-100.0,-100.0,-100.0,-100.0
90066,-100.0,-100.0,-100.0,-100.0
90071,-100.0,-100.0,-100.0,-100.0
90084,-100.0,-100.0,-100.0,-100.0
90096,-100.0,-100.0,-100.0,-100.0
90101,-100.0,-100.0,-100.0,-100.0
90117,-100.0,-100.0,-100.0,-100.0
90134,-100.0,-100.0,-100.0,-100.0
90162,-100.0,-100.0,-100.0,-100.0
90186,-100.0,-100.0,-100.0,-100.0
90203,-100.0,-100.0,-100.0,-100.0
90223,-100.0,-100.0,-100.0,-100.0
90250,-100.0,-100.0,-100.0,-100.0
90262,-100.0,-100.0,-100.0,-100.0
90282,-100.0,-100.0,-100.0,-100.0
90307,-100.0,-100.0,-100.0,-100.0
90318,-100.0,-100.0,-100.0,-100.0
90322,-100.0,-100.0,-100.0,-100.0
90336,-100.0,-100.0,-100.0,-100.0
90344,-100.0,-100.0,-100.0,-100.0
90345,-100.0,-100.0,-100.0,-100.0
90363,-100.0,-100.0,-100.0,-100.0
90371,-100.0,-100.0,-100.0,-100.0
90374,-100.0,-100.0,-100.0,-100.0
90387,-100.0,-100.0,-100.0,-100.0
90398,-100.0,-100.0,-100.0,-100.0
90406,-100.0,-100.0,-100.0,-100.0
90407,-100.0,-100.0,-100.0,-100.0
90410,-100.0,-100.0,-100.0,-100.0
90439,-100.0,-100.0,-100.0,-100.0
90447,-100.0,-100.0,-100.0,-100.0
90468,-100.0,-100.0,-100.0,-100.0
90490,-100.0,-100.0,-100.0,-100.0
90506,-100.0,-100.0,-100.0,-100.0
90520,-100.0,-100.0,-100.0,-100.0
90529,-100.0,-100.0,-100.0,-100.0
90532,-100.0,-100.0,-100.0,-100.0
90549,-100.0,-100.0,-100.0,-100.0
90552,-100.0,-100.0,-100.0,-100.0
90567,-100.0,-100.0,-100.0,-100.0
90588,-100.0,-100.0,-100.0,-100.0
90589,-100.0,-100.0,-100.0,-100.0
90601,-100.0,-100.0,-100.0,-100.0
90603,-100.0,-100.0,-100.0,-100.0
90621,-100.0,-100.0,-100.0,-100.0
90631,-100.0,-100.0,-100.0,-100.0
90632,-100.0,-100.0,-100.0,-100.0
90634,-100.0,-100.0,-100.0,-100.0
90645,-100.0,-100.0,-100.0,-100.0
90679,-100.0,-100.0,-100.0,-100.0
90690,-100.0,-100.0,-100.0,-100.0
90724,-100.0,-100.0,-100.0,-100.0
90742,-100.0,-100.0,-100.0,-100.0
90757,-100.0,-100.0,-100.0,-100.0
90771,-100.0,-100.0,-100.0,-100.0
90804,-100.0,-100.0,-100.0,-100.0
90813,-100.0,-100.0,-100.0,-100.0
90846,-100.0,-100.0,-100.0,-100.0
90855,-100.0,-100.0,-100.0,-100.0
90884,-100.0,-100.0,-100.0,-100.0
90895,-100.0,-100.0,-100.0,-100.0
90928,-100.0,-100.0,-100.0,-100.0
90938,-100.0,-100.0,-100.0,-100.0
91117,-100.0,-100.0,-100.0,-100.0
91131,-100.0,-100.0,-100.0,-100.0
91800,-100.0,-100.0,-100.0,-100.0
91824,-100.0,-100.0,-100.0,-100.0
91860,-100.0,-100.0,-100.0,-100.0
91869,-100.0,-100.0,-100.0,-100.0
92048,-100.0,-100.0,-100.0,-100.0
92062,-100.0,-100.0,-100.0,-100.0
92098,-100.0,-100.0,-100.0,-100.0
92105,-100.0,-100.0,-100.0,-100.0
98097,-100.0,-100.0,-100.0,-100.0
98110,-100.0,-100.0,-100.0,-100.0
98150,-100.0,-100.0,-100.0,-100.0
98158,-100.0,-100.0,-100.0,-100.0
98337,-100.0,-100.0,-100.0,-100.0
98348,-100.0,-100.0,-100.0,-100.0
98385,-100.0,-100.0,-100.0,-100.0
98392,-100.0,-100.0,-100.0,-100.0
98410,-100.0,-100.0,-100.0,-100.0
98426,-100.0,-100.0,-100.0,-100.0
98551,-100.0,-100.0,-100.0,-100.0
98564,-100.0,-100.0,-100.0,-100.0
98595,-100.0,-100.0,-100.0,-100.0
98606,-100.0,-100.0,-100.0,-100.0
98617,-100.0,-100.0,-100.0,-100.0
98624,-100.0,-100.0,-100.0,-100.0
98747,-100.0,-100.0,-100.0,-100.0
98758,-100.0,-100.0,-100.0,-100.0
98783,-100.0,-100.0,-100.0,-100.0
98790,-100.0,-100.0,-100.0,-100.0
98801,-100.0,-100.0,-100.0,-100.0
98824,-100.0,-100.0,-100.0,-100.0
98948,-100.0,-100.0,-100.0,-100.0
98959,-100.0,-100.0,-100.0,-100.0
98986,-100.0,-100.0,-100.0,-100.0
98993,-100.0,-100.0,-100.0,-100.0
99127,-100.0,-100.0,-100.0,-100.0
99143,-100.0,-100.0,-100.0,-100.0
99149,-100.0,-100.0,-100.0,-100.0
99158,-100.0,-100.0,-100.0,-100.0
99164,-100.0,-100.0,-100.0,-100.0
99176,-100.0,-100.0,-100.0,-100.0
99181,-100.0,-100.0,-100.0,-100.0
99192,-100.0,-100.0,-100.0,-100.0
99199,-100.0,-100.0,-100.0,-100.0
99209,-100.0,-100.0,-100.0,-100.0
99215,-100.0,-100.0,-100.0,-100.0
99226,-100.0,-100.0,-100.0,-100.0
99329,-100.0,-100.0,-100.0,-100.0
99343,-100.0,-100.0,-100.0,-100.0
99349,-100.0,-100.0,-100.0,-100.0
99359,-100.0,-100.0,-100.0,-100.0
99364,-100.0,-100.0,-100.0,-100.0
99375,-100.0,-100.0,-100.0,-100.0
99382,-100.0,-100.0,-100.0,-100.0
99392,-100.0,-100.0,-100.0,-100.0
99399,-100.0,-100.0,-100.0,-100.0
99409,-100.0,-100.0,-100.0,-100.0
99415,-100.0,-100.0,-100.0,-100.0
99426,-100.0,-100.0,-100.0,-100.0
99561,-100.0,-100.0,-100.0,-100.0
99578,-100.0,-100.0,-100.0,-100.0
99604,-100.0,-100.0,-100.0,-100.0
99611,-100.0,-100.0,-100.0,-100.0
106905,-100.0,-100.0,-100.0,-100.0
106916,-100.0,-100.0,-100.0,-100.0
106947,-100.0,-100.0,-100.0,-100.0
106953,-100.0,-100.0,-100.0,-100.0
106978,-100.0,-100.0,-100.0,-100.0
106985,-100.0,-100.0,-100.0,-100.0
107171,-100.0,-100.0,-100.0,-100.0
107183,-100.0,-100.0,-100.0,-100.0
107211,-100.0,-100.0,-100.0,-100.0
107216,-100.0,-100.0,-100.0,-100.0
107245,-100.0,-100.0,-100.0,-100.0
107253,-100.0,-100.0,-100.0,-100.0
107389,-100.0,-100.0,-100.0,-100.0
107401,-100.0,-100.0,-100.0,-100.0
107432,-100.0,-100.0,-100.0,-100.0
107439,-100.0,-100.0,-100.0,-100.0
107466,-100.0,-100.0,-100.0,-100.0
107473,-100.0,-100.0,-100.0,-100.0
107639,-100.0,-100.0,-100.0,-100.0
107651,-100.0,-100.0,-100.0,-100.0
107680,-100.0,-100.0,-100.0,-100.0
107686,-100.0,-100.0,-100.0,-100.0
107882,-100.0,-100.0,-100.0,-100.0
107896,-100.0,-100.0,-100.0,-100.0
107926,-100.0,-100.0,-100.0,-100.0
107932,-100.0,-100.0,-100.0,-100.0
108125,-100.0,-100.0,-100.0,-100.0
108135,-100.0,-100.0,-100.0,-100.0
108164,-100.0,-100.0,-100.0,-100.0
108169,-100.0,-100.0,-100.0,-100.0
108310,-100.0,-100.0,-100.0,-100.0
108323,-100.0,-100.0,-100.0,-100.0
108357,-100.0,-100.0,-100.0,-100.0
108366,-100.0,-100.0,-100.0,-100.0
108395,-100.0,-100.0,-100.0,-100.0
108402,-100.0,-100.0,-100.0,-100.0
108563,-100.0,-100.0,-100.0,-100.0
108579,-100.0,-100.0,-100.0,-100.0
108791,-100.0,-100.0,-100.0,-100.0
108803,-100.0,-100.0,-100.0,-100.0
108828,-100.0,-100.0,-100.0,-100.0
108834,-100.0,-100.0,-100.0,-100.0
108975,-100.0,-100.0,-100.0,-100.0
108986,-100.0,-100.0,-100.0,-100.0
109013,-100.0,-100.0,-100.0,-100.0
109018,-100.0,-100.0,-100.0,-100.0
109157,-100.0,-100.0,-100.0,-100.0
109171,-100.0,-100.0,-100.0,-100.0
109176,-100.0,-100.0,-100.0,-100.0
109187,-100.0,-100.0,-100.0,-100.0
109193,-100.0,-100.0,-100.0,-100.0
109202,-100.0,-100.0,-100.0,-100.0
109207,-100.0,-100.0,-100.0,-100.0
109219,-100.0,-100.0,-100.0,-100.0
109372,-100.0,-100.0,-100.0,-100.0
109390,-100.0,-100.0,-100.0,-100.0
109416,-100.0,-100.0,-100.0,-100.0
109422,-100.0,-100.0,-100.0,-100.0
109446,-100.0,-100.0,-100.0,-100.0
109455,-100.0,-100.0,-100.0,-100.0
109564,-100.0,-100.0,-100.0,-100.0
109590,-100.0,-100.0,-100.0,-100.0
109618,-100.0,-100.0,-100.0,-100.0
109624,-100.0,-100.0,-100.0,-100.0
109793,-100.0,-100.0,-100.0,-100.0
109817,-100.0,-100.0,-100.0,-100.0
109850,-100.0,-100.0,-100.0,-100.0
109857,-100.0,-100.0,-100.0,-100.0
110263,-100.0,-100.0,-100.0,-100.0
110278,-100.0,-100.0,-100.0,-100.0
110310,-100.0,-100.0,-100.0,-100.0
110323,-100.0,-100.0,-100.0,-100.0
110357,-100.0,-100.0,-100.0,-100.0
110368,-100.0,-100.0,-100.0,-100.0
110476,-100.0,-100.0,-100.0,-100.0
110494,-100.0,-100.0,-100.0,-100.0
110524,-100.0,-100.0,-100.0,-100.0
110540,-100.0,-100.0,-100.0,-100.0
110575,-100.0,-100.0,-100.0,-100.0
110584,-100.0,-100.0,-100.0,-100.0
111618,-100.0,-100.0,-100.0,-100.0
111632,-100.0,-100.0,-100.0,-100.0
111889,-100.0,-100.0,-100.0,-100.0
111902,-100.0,-100.0,-100.0,-100.0
111939,-100.0,-100.0,-100.0,-100.0
111946,-100.0,-100.0,-100.0,-100.0
111978,-100.0,-100.0,-100.0,-100.0
111986,-100.0,-100.0,-100.0,-100.0
112180,-100.0,-100.0,-100.0,-100.0
112192,-100.0,-100.0,-100.0,-100.0
112231,-100.0,-100.0,-100.0,-100.0
112238,-100.0,-100.0,-100.0,-100.0
112251,-100.0,-100.0,-100.0,-100.0
112262,-100.0,-100.0,-100.0,-100.0
112441,-100.0,-100.0,-100.0,-100.0
112457,-100.0,-100.0,-100.0,-100.0
112492,-100.0,-100.0,-100.0,-100.0
112503,-100.0,-100.0,-100.0,-100.0
112519,-100.0,-100.0,-100.0,-100.0
112529,-100.0,-100.0,-100.0,-100.0
112739,-100.0,-100.0,-100.0,-100.0
112757,-100.0,-100.0,-100.0,-100.0
112796,-100.0,-100.0,-100.0,-100.0
112807,-100.0,-100.0,-100.0,-100.0
113007,-100.0,-100.0,-100.0,-100.0
113023,-100.0,-100.0,-100.0,-100.0
113069,-100.0,-100.0,-100.0,-100.0
113076,-100.0,-100.0,-100.0,-100.0
113290,-100.0,-100.0,-100.0,-100.0
113305,-100.0,-100.0,-100.0,-100.0
113348,-100.0,-100.0,-100.0,-100.0
113356,-100.0,-100.0,-100.0,-100.0
113585,-100.0,-100.0,-100.0,-100.0
113603,-100.0,-100.0,-100.0,-100.0
113828,-100.0,-100.0,-100.0,-100.0
113842,-100.0,-100.0,-100.0,-100.0
114108,-100.0,-100.0,-100.0,-100.0
114122,-100.0,-100.0,-100.0,-100.0
114342,-100.0,-100.0,-100.0,-100.0
114355,-100.0,-100.0,-100.0,-100.0
114729,-100.0,-100.0,-100.0,-100.0
114744,-100.0,-100.0,-100.0,-100.0
115183,-100.0,-100.0,-100.0,-100.0
115197,-100.0,-100.0,-100.0,-100.0
115235,-100.0,-100.0,-100.0,-100.0
115243,-100.0,-100.0,-100.0,-100.0
115467,-100.0,-100.0,-100.0,-100.0
115481,-100.0,-100.0,-100.0,-100.0
117464,-100.0,-100.0,-100.0,-100.0
117478,-100.0,-100.0,-100.0,-100.0
117530,-100.0,-100.0,-100.0,-100.0
117538,-100.0,-100.0,-100.0,-100.0
117581,-100.0,-100.0,-100.0,-100.0
117593,-100.0,-100.0,-100.0,-100.0
117792,-100.0,-100.0,-100.0,-100.0
117821,-100.0,-100.0,-100.0,-100.0
117869,-100.0,-100.0,-100.0,-100.0
117878,-100.0,-100.0,-100.0,-100.0
117898,-100.0,-100.0,-100.0,-100.0
117913,-100.0,-100.0,-100.0,-100.0
118040,-100.0,-100.0,-100.0,-100.0
118055,-100.0,-100.0,-100.0,-100.0
118101,-100.0,-100.0,-100.0,-100.0
118115,-100.0,-100.0,-100.0,-100.0
118135,-100.0,-100.0,-100.0,-100.0
118151,-100.0,-100.0,-100.0,-100.0
118268,-100.0,-100.0,-100.0,-100.0
118285,-100.0,-100.0,-100.0,-100.0
118328,-100.0,-100.0,-100.0,-100.0
118338,-100.0,-100.0,-100.0,-100.0
118376,-100.0,-100.0,-100.0,-100.0
118389,-100.0,-100.0,-100.0,-100.0
118487,-100.0,-100.0,-100.0,-100.0
118502,-100.0,-100.0,-100.0,-100.0
118544,-100.0,-100.0,-100.0,-100.0
118559,-100.0,-100.0,-100.0,-100.0
118695,-100.0,-100.0,-100.0,-100.0
118715,-100.0,-100.0,-100.0,-100.0
121931,-100.0,-100.0,-100.0,-100.0
121932,-100.0,-100.0,-100.0,-100.0
121953,-100.0,-100.0,-100.0,-100.0
121978,-100.0,-100.0,-100.0,-100.0
122018,-100.0,-100.0,-100.0,-100.0
122052,-100.0,-100.0,-100.0,-100.0
122101,-100.0,-100.0,-100.0,-100.0
122400,-100.0,-100.0,-100.0,-100.0
122421,-100.0,-100.0,-100.0,-100.0
122449,-100.0,-100.0,-100.0,-100.0
122473,-100.0,-100.0,-100.0,-100.0
122500,-100.0,-100.0,-100.0,-100.0
122632,-100.0,-100.0,-100.0,-100.0
122660,-100.0,-100.0,-100.0,-100.0
122680,-100.0,-100.0,-100.0,-100.0
122688,-100.0,-100.0,-100.0,-100.0
122719,-100.0,-100.0,-100.0,-100.0
122744,-100.0,-100.0,-100.0,-100.0
122836,-100.0,-100.0,-100.0,-100.0
122858,-100.0,-100.0,-100.0,-100.0
122883,-100.0,-100.0,-100.0,-100.0
122888,-100.0,-100.0,-100.0,-100.0
122907,-100.0,-100.0,-100.0,-100.0
122920,-100.0,-100.0,-100.0,-100.0
123073,-100.0,-100.0,-100.0,-100.0
123091,-100.0,-100.0,-100.0,-100.0
123337,-100.0,-100.0,-100.0,-100.0
123361,-100.0,-100.0,-100.0,-100.0
123507,-100.0,-100.0,-100.0,-100.0
123529,-100.0,-100.0,-100.0,-100.0
123545,-100.0,-100.0,-100.0,-100.0
123555,-100.0,-100.0,-100.0,-100.0
123704,-100.0,-100.0,-100.0,-100.0
123709,-100.0,-100.0,-100.0,-100.0
123720,-100.0,-100.0,-100.0,-100.0
123731,-100.0,-100.0,-100.0,-100.0
123777,-100.0,-100.0,-100.0,-100.0
123786,-100.0,-100.0,-100.0,-100.0
123818,-100.0,-100.0,-100.0,-100.0
123829,-100.0,-100.0,-100.0,-100.0
123856,-100.0,-100.0,-100.0,-100.0
123857,-100.0,-100.0,-100.0,-100.0
123865,-100.0,-100.0,-100.0,-100.0
123877,-100.0,-100.0,-100.0,-100.0
123900,-100.0,-100.0,-100.0,-100.0
123908,-100.0,-100.0,-100.0,-100.0
124091,-100.0,-100.0,-100.0,-100.0
124112,-100.0,-100.0,-100.0,-100.0
124244,-100.0,-100.0,-100.0,-100.0
124261,-100.0,-100.0,-100.0,-100.0
124281,-100.0,-100.0,-100.0,-100.0
124291,-100.0,-100.0,-100.0,-100.0
124303,-100.0,-100.0,-100.0,-100.0
124321,-100.0,-100.0,-100.0,-100.0
124543,-100.0,-100.0,-100.0,-100.0
124562,-100.0,-100.0,-100.0,-100.0
124582,-100.0,-100.0,-100.0,-100.0
124589,-100.0,-100.0,-100.0,-100.0
124614,-100.0,-100.0,-100.0,-100.0
124626,-100.0,-100.0,-100.0,-100.0
124957,-100.0,-100.0,-100.0,-100.0
124977,-100.0,-100.0,-100.0,-100.0
124995,-100.0,-100.0,-100.0,-100.0
125011,-100.0,-100.0,-100.0,-100.0
125032,-100.0,-100.0,-100.0,-100.0
125041,-100.0,-100.0,-100.0,-100.0
125062,-100.0,-100.0,-100.0,-100.0
125085,-100.0,-100.0,-100.0,-100.0
125225,-100.0,-100.0,-100.0,-100.0
125244,-100.0,-100.0,-100.0,-100.0
125269,-100.0,-100.0,-100.0,-100.0
125276,-100.0,-100.0,-100.0,-100.0
125298,-100.0,-100.0,-100.0,-100.0
125308,-100.0,-100.0,-100.0,-100.0
125409,-100.0,-100.0,-100.0,-100.0
125429,-100.0,-100.0,-100.0,-100.0
125443,-100.0,-100.0,-100.0,-100.0
125454,-100.0,-100.0,-100.0,-100.0
125480,-100.0,-100.0,-100.0,-100.0
125489,-100.0,-100.0,-100.0,-100.0
137055,-100.0,-100.0,-100.0,-100.0
137069,-100.0,-100.0,-100.0,-100.0
137116,-100.0,-100.0,-100.0,-100.0
137124,-100.0,-100.0,-100.0,-100.0
137289,-100.0,-100.0,-100.0,-100.0
137304,-100.0,-100.0,-100.0,-100.0
137345,-100.0,-100.0,-100.0,-100.0
137354,-100.0,-100.0,-100.0,-100.0
137387,-100.0,-100.0,-100.0,-100.0
137397,-100.0,-100.0,-100.0,-100.0
137539,-100.0,-100.0,-100.0,-100.0
137550,-100.0,-100.0,-100.0,-100.0
137583,-100.0,-100.0,-100.0,-100.0
137589,-100.0,-100.0,-100.0,-100.0
137616,-100.0,-100.0,-100.0,-100.0
137622,-100.0,-100.0,-100.0,-100.0
137646,-100.0,-100.0,-100.0,-100.0
137653,-100.0,-100.0,-100.0,-100.0
137664,-100.0,-100.0,-100.0,-100.0
137672,-100.0,-100.0,-100.0,-100.0
137888,-100.0,-100.0,-100.0,-100.0
137899,-100.0,-100.0,-100.0,-100.0
137932,-100.0,-100.0,-100.0,-100.0
137937,-100.0,-100.0,-100.0,-100.0
137961,-100.0,-100.0,-100.0,-100.0
137967,-100.0,-100.0,-100.0,-100.0
137991,-100.0,-100.0,-100.0,-100.0
137998,-100.0,-100.0,-100.0,-100.0
139827,-100.0,-100.0,-100.0,-100.0
139839,-100.0,-100.0,-100.0,-100.0
139873,-100.0,-100.0,-100.0,-100.0
139886,-100.0,-100.0,-100.0,-100.0
140605,-100.0,-100.0,-100.0,-100.0
140623,-100.0,-100.0,-100.0,-100.0
140647,-100.0,-100.0,-100.0,-100.0
140654,-100.0,-100.0,-100.0,-100.0
140661,-100.0,-100.0,-100.0,-100.0
140671,-100.0,-100.0,-100.0,-100.0
140961,-100.0,-100.0,-100.0,-100.0
140973,-100.0,-100.0,-100.0,-100.0
140980,-100.0,-100.0,-100.0,-100.0
140989,-100.0,-100.0,-100.0,-100.0
140996,-100.0,-100.0,-100.0,-100.0
141006,-100.0,-100.0,-100.0,-100.0
141014,-100.0,-100.0,-100.0,-100.0
141022,-100.0,-100.0,-100.0,-100.0
141030,-100.0,-100.0,-100.0,-100.0
141039,-100.0,-100.0,-100.0,-100.0
141046,-100.0,-100.0,-100.0,-100.0
141056,-100.0,-100.0,-100.0,-100.0
141063,-100.0,-100.0,-100.0,-100.0
141072,-100.0,-100.0,-100.0,-100.0
141794,-100.0,-100.0,-100.0,-100.0
141810,-100.0,-100.0,-100.0,-100.0
141820,-100.0,-100.0,-100.0,-100.0
141841,-100.0,-100.0,-100.0,-100.0
141855,-100.0,-100.0,-100.0,-100.0
141875,-100.0,-100.0,-100.0,-100.0
141903,-100.0,-100.0,-100.0,-100.0
141913,-100.0,-100.0,-100.0,-100.0
142198,-100.0,-100.0,-100.0,-100.0
142213,-100.0,-100.0,-100.0,-100.0
142241,-100.0,-100.0,-100.0,-100.0
142249,-100.0,-100.0,-100.0,-100.0
142317,-100.0,-100.0,-100.0,-100.0
142336,-100.0,-100.0,-100.0,-100.0
142369,-100.0,-100.0,-100.0,-100.0
142401,-100.0,-100.0,-100.0,-100.0
142567,-100.0,-100.0,-100.0,-100.0
142581,-100.0,-100.0,-100.0,-100.0
142606,-100.0,-100.0,-100.0,-100.0
142613,-100.0,-100.0,-100.0,-100.0
142641,-100.0,-100.0,-100.0,-100.0
142655,-100.0,-100.0,-100.0,-100.0
142883,-100.0,-100.0,-100.0,-100.0
142904,-100.0,-100.0,-100.0,-100.0
142936,-100.0,-100.0,-100.0,-100.0
142943,-100.0,-100.0,-100.0,-100.0
142969,-100.0,-100.0,-100.0,-100.0
142981,-100.0,-100.0,-100.0,-100.0
143004,-100.0,-100.0,-100.0,-100.0
143022,-100.0,-100.0,-100.0,-100.0
143051,-100.0,-100.0,-100.0,-100.0
143070,-100.0,-100.0,-100.0,-100.0
143087,-100.0,-100.0,-100.0,-100.0
143103,-100.0,-100.0,-100.0,-100.0
143121,-100.0,-100.0,-100.0,-100.0
143139,-100.0,-100.0,-100.0,-100.0
143154,-100.0,-100.0,-100.0,-100.0
143233,-100.0,-100.0,-100.0,-100.0
143249,-100.0,-100.0,-100.0,-100.0
143279,-100.0,-100.0,-100.0,-100.0
143288,-100.0,-100.0,-100.0,-100.0
143567,-100.0,-100.0,-100.0,-100.0
143581,-100.0,-100.0,-100.0,-100.0
143602,-100.0,-100.0,-100.0,-100.0
143612,-100.0,-100.0,-100.0,-100.0
143620,-100.0,-100.0,-100.0,-100.0
143630,-100.0,-100.0,-100.0,-100.0
143637,-100.0,-100.0,-100.0,-100.0
143646,-100.0,-100.0,-100.0,-100.0
143653,-100.0,-100.0,-100.0,-100.0
143663,-100.0,-100.0,-100.0,-100.0
143901,-100.0,-100.0,-100.0,-100.0
143915,-100.0,-100.0,-100.0,-100.0
143937,-100.0,-100.0,-100.0,-100.0
143947,-100.0,-100.0,-100.0,-100.0
143954,-100.0,-100.0,-100.0,-100.0
143963,-100.0,-100.0,-100.0,-100.0
143971,-100.0,-100.0,-100.0,-100.0
143981,-100.0,-100.0,-100.0,-100.0
143987,-100.0,-100.0,-100.0,-100.0
143998,-100.0,-100.0,-100.0,-100.0
144006,-100.0,-100.0,-100.0,-100.0
144015,-100.0,-100.0,-100.0,-100.0
144022,-100.0,-100.0,-100.0,-100.0
144031,-100.0,-100.0,-100.0,-100.0
144039,-100.0,-100.0,-100.0,-100.0
144048,-100.0,-100.0,-100.0,-100.0
144543,-100.0,-100.0,-100.0,-100.0
144561,-100.0,-100.0,-100.0,-100.0
144591,-100.0,-100.0,-100.0,-100.0
144605,-100.0,-100.0,-100.0,-100.0
144643,-100.0,-100.0,-100.0,-100.0
144677,-100.0,-100.0,-100.0,-100.0
144722,-100.0,-100.0,-100.0,-100.0
144737,-100.0,-100.0,-100.0,-100.0
144761,-100.0,-100.0,-100.0,-100.0
144767,-100.0,-100.0,-100.0,-100.0
