Time,Value
0.0,-99.9838415909091
86.72040083064921,-99.9838415909091
88.99999999962681,-84.55937833585517
95.90164056340456,-84.55937833585521
96.99999993823296,-7.14583435329132
96.99999999999605,-7.145834353291577
98.99999999999572,-82.12507712909381
98.9999999999989,-82.12507712909381
99.99999983618788,-24.76726939595392
99.99999994313173,-24.767269395953466
100.999999571574,84.5388431704323
100.99999999999982,84.53884317043206
103.71283460418572,-87.27945090908634
113.8903680638855,-87.27945090908634
115.947428934945,76.60951999996723
115.9474289349456,76.60951999996698
117.81296905431904,-91.65358187498896
132.87542674954435,-91.65358187498859
133.99999956286058,-47.83834703157846
133.9999998467895,-47.83834703157879
134.92519209518855,59.251109999997425
135.92648389545136,59.25110999999703
136.9999999999982,-67.19000000025517
137.00000000000162,-67.19000000025413
140.1584357106546,-93.65769230807949
152.98900541557032,-93.65769230807949
154.99999999999963,78.76833166676806
154.99999999999991,78.76833166676731
156.999999999998,-81.83433433322534
156.999999999998,-81.83433433322453
161.52189877472568,-99.95769230750238
173.87008824251637,-99.95769230750238
179.99999999998292,-48.47816357260672
183.80825403102472,-48.478163572606725
185.9220313718537,87.66586999939682
185.99999950675686,87.66586999939697
186.99999993856827,-15.0494836892467
186.99999993856957,-15.049483689247392
191.79948408401876,-99.8755549999828
196.83621518928504,-99.87555499998345
198.86003035399503,-46.99881000002552
198.863082873036,-46.99881000002525
200.86308287258962,97.52846999993744
200.99999999999955,97.5284699999379
202.99999999999957,-72.25148600001556
202.99999999999997,-72.25148600001701
207.5758410705587,-98.96283428568633
213.89076803922788,-98.96283428568636
215.9999999999994,64.15270000038072
216.9999999999981,64.15270000038117
219.74705199961122,-99.97102249999443
230.73701928512585,-99.97102249999429
232.7595912830397,-71.40909000001693
235.99999954271823,-71.40909000001673
236.9999998354351,-24.275007757360072
236.9999999431434,-24.27500775736009
237.99999999999986,82.72924000038256
238.9999999999939,82.72924000038084
240.9974316446933,-77.87999999953536
244.99999999800056,-77.87999999953692
245.0,-77.87999999755223
245.00001,
289.99999,
290.0,-33.21195408655986
291.9999999998451,-31.226707601780614
291.9999999999688,-31.226707601780596
292.0,-31.226707601914736
292.00001,
307.9984448117045,
307.99999,
308.0,-99.99331528629114
310.0,-99.99331528629114
310.00001,
311.99999,
312.0,-99.99331528629114
312.0,-99.99331528629114
312.00001,
343.99999,
344.0,-99.99331528629112
355.19530022748637,-99.99331528629112
360.784037453878,-75.22834000006809
361.9999999655466,-75.22834000006812
362.0,-75.22834001212844
362.00001,
427.99999,
428.0,-98.33144962177953
432.56760778285883,-99.93032754998079
529.8075915771417,-99.93032754998079
530.9999944205894,-91.50003944618084
539.9999999999981,-91.50003944618105
544.774176913957,93.67863333332208
552.5937564631649,93.67863333332356
555.8912085809034,-44.684848181772395
565.6496425131944,-44.68484818177272
567.8863228346354,-99.94949484821156
600.0,-99.94949484821072
