Time,Value
0.0,-99.9838415909091
86.72040083064921,-99.9838415909091
88.99999999962681,-84.55937833585517
95.90164056340456,-84.55937833585521
96.99999993823296,-7.14583435329132
96.99999999999605,-7.145834353291577
98.99999999999572,-82.12507712909381
98.9999999999989,-82.12507712909381
99.99999983618788,-24.76726939595392
99.99999994313173,-24.767269395953466
100.999999571574,84.5388431704323
100.999999892483,84.53884317043206
101.99999956429598,41.058348944559846
101.99999984850629,41.05834894456011
102.99999957158435,-68.441773088005
102.99999989078479,-68.44177308800468
103.72164841339266,-87.27945090881441
113.89036806388685,-87.27945090881434
115.94742893494656,76.60951999996723
115.94742893494714,76.60951999996698
117.90030874255163,-99.53121833332622
122.99999999920031,-99.53121833332676
123.99999999999996,-88.07000000002108
132.96740386125418,-88.07000000002105
133.9999995628626,-47.83834703165576
133.99999984679016,-47.838347031656554
134.92519209518895,59.251109999999244
135.92648389545136,59.25110999999703
136.9999999999982,-67.19000000025517
137.00000000000162,-67.19000000025413
140.1584357106546,-93.65769230807949
152.98900541557032,-93.65769230807949
154.99999999999963,78.76833166676806
154.99999999999991,78.76833166676731
156.999999999998,-81.83433433322534
156.999999999998,-81.83433433322453
161.52189877472568,-99.95769230750238
173.87008824251637,-99.95769230750238
179.99999999998292,-48.47816357260672
183.80825403102472,-48.478163572606725
185.9220313718537,87.66586999939682
185.99999950675686,87.66586999939697
186.99999993856827,-15.0494836892467
186.99999993856957,-15.049483689247392
191.79948408401876,-99.8755549999828
196.83621518928504,-99.87555499998345
198.86003035399503,-46.99881000002552
198.9999997301564,-46.99881000002525
199.9999998376889,54.94720345377573
199.99999995525883,54.94720345377694
200.99999884832138,97.52842096009044
200.99999999999903,97.52842096008976
202.99999999999957,-72.25147619187919
202.99999999999997,-72.25147619188061
207.57584065393903,-98.96283428568633
213.89076803922788,-98.96283428568636
215.9552469033971,60.69175999994332
215.9999983650423,60.69175999994172
216.99999882309586,85.0940912808619
216.9999999999992,85.09409128086159
218.99999999999991,-77.62658225651103
219.5,-77.62658225651184
219.99935241214646,-99.97102249285672
230.73701928562718,-99.97102249285595
232.75959128304228,-71.40909000001693
235.99999954271823,-71.40909000001673
236.9999998354351,-24.275007757360072
236.9999999431434,-24.27500775736009
237.99999999999986,82.72924000038256
238.9999999999939,82.72924000038084
240.9974316446933,-77.87999999953536
244.99999999800056,-77.87999999953692
245.0,-77.87999999755223
245.00001,
289.99999,
290.0,-33.21195408655986
291.9999999998451,-31.226707601780614
291.9999999999688,-31.226707601780596
292.0,-31.226707601914736
292.00001,
307.9984448117045,
307.99999,
308.0,-99.99331528629114
310.0,-99.99331528629114
310.00001,
311.99999,
312.0,-99.99331528629114
312.0,-99.99331528629114
312.00001,
343.99999,
344.0,-99.99331528629112
355.19530022748637,-99.99331528629112
360.784037453878,-75.22834000006809
361.99999999971664,-75.22834000006812
362.0,-75.22834000016988
362.00001,
427.99999,
428.0,-98.9297805019826
428.61932435903395,-99.15218776633058
539.9123936588662,-99.15218776633057
544.7427405214991,93.6786333333257
552.5937564630775,93.67863333332659
555.891208580967,-44.684848181772395
565.6496425133203,-44.68484818177272
567.8863228345527,-99.94949484821156
600.0,-99.94949484821072
