,A3BPENSX5EVJ2,AWE3BMS01D2F9
230734,,-100.0
230737,,-100.0
230743,,-100.0
230755,,-100.0
230757,,-100.0
230761,,-100.0
230775,,-100.0
230776,,-100.0
230809,,-100.0
230821,,-100.0
230844,,-100.0
230858,,-100.0
230886,,-100.0
230895,,-100.0
230921,,-100.0
230933,,-100.0
230938,,-100.0
230942,,-100.0
230947,,-100.0
230954,,-100.0
230962,,-100.0
230976,,-100.0
230980,,-100.0
230986,,-100.0
230996,,-100.0
231002,,-100.0
231030,,-100.0
231041,,-100.0
231068,,-100.0
231083,,-100.0
231109,,-100.0
231124,,-100.0
231139,,-100.0
231143,,-100.0
231150,,-100.0
231161,,-100.0
231173,,-100.0
231179,,-100.0
231183,,-100.0
231194,,-100.0
231200,,-100.0
231203,,-100.0
231208,,-100.0
231224,,-100.0
231307,,-100.0
231322,,-100.0
231327,,-100.0
231342,,-100.0
231363,,-100.0
231374,,-100.0
231390,,-100.0
231395,,-100.0
231403,,-100.0
231405,,-100.0
231410,,-100.0
231412,,-100.0
231418,,-100.0
231420,,-100.0
231430,,-100.0
231437,,-100.0
231448,,-100.0
231466,,-100.0
231557,,-100.0
231563,,-100.0
231571,,-100.0
231589,,-100.0
231606,,-100.0
231611,,-100.0
231621,,-100.0
231623,,-100.0
231631,,-100.0
231634,,-100.0
231639,,-100.0
231650,,-100.0
231653,,-100.0
231675,,-100.0
231739,,-100.0
231781,,-100.0
231808,,-100.0
231825,,-100.0
231829,,-100.0
231839,,-100.0
231853,,-100.0
231864,,-100.0
231865,,-100.0
231869,,-100.0
231881,,-100.0
231942,,-100.0
231960,,-100.0
231987,,-100.0
232000,,-100.0
232041,,-100.0
232047,,-100.0
232058,,-100.0
232059,,-100.0
232062,,-100.0
232063,,-100.0
232068,,-100.0
232084,,-100.0
232086,,-100.0
232104,,-100.0
232106,,-100.0
232115,,-100.0
232125,,-100.0
232138,,-100.0
232158,,-100.0
232171,,-100.0
232195,,-100.0
232207,,-100.0
232232,,-100.0
232242,,-100.0
232259,,-100.0
232267,,-100.0
232284,,-100.0
232297,,-100.0
232301,,-100.0
232305,,-100.0
232315,,-100.0
232317,,-100.0
232322,,-100.0
232333,,-100.0
232459,,-100.0
232477,,-100.0
232485,,-100.0
232488,,-100.0
232498,,-100.0
232519,,-100.0
232532,,-100.0
232587,,-100.0
232629,,-100.0
232638,,-100.0
232676,,-100.0
232692,,-100.0
232698,,-100.0
232699,,-100.0
232701,,-100.0
232710,,-100.0
232714,,-100.0
232736,,-100.0
232737,,-100.0
232747,,-100.0
232750,,-100.0
232774,,-100.0
232789,,-100.0
232815,,-100.0
232830,,-100.0
232837,,-100.0
232839,,-100.0
232867,,-100.0
232878,,-100.0
232902,,-100.0
232909,,-100.0
232911,,-100.0
232915,,-100.0
232919,,-100.0
232921,,-100.0
232932,,-100.0
232947,,-100.0
232952,,-100.0
232955,,-100.0
232966,,-100.0
232975,,-100.0
233000,,-100.0
233041,,-100.0
233051,,-100.0
233059,,-100.0
233062,,-100.0
233067,,-100.0
233089,,-100.0
233110,,-100.0
233118,,-100.0
233134,,-100.0
233139,,-100.0
233149,,-100.0
233153,,-100.0
233159,,-100.0
233168,,-100.0
233172,,-100.0
233183,,-100.0
233189,,-100.0
233193,,-100.0
233202,,-100.0
233207,,-100.0
233221,,-100.0
233223,,-100.0
233233,,-100.0
233240,,-100.0
233252,,-100.0
233258,,-100.0
233268,,-100.0
233287,,-100.0
233298,,-100.0
233321,,-100.0
233330,,-100.0
233340,,-100.0
233342,,-100.0
233350,,-100.0
233351,,-100.0
233356,,-100.0
233367,,-100.0
233374,,-100.0
233383,,-100.0
233405,,-100.0
233420,,-100.0
233526,,-100.0
233542,,-100.0
233554,,-100.0
233567,,-100.0
233572,,-100.0
233585,,-100.0
233591,,-100.0
233617,,-100.0
233624,,-100.0
233634,,-100.0
233742,,-100.0
233759,,-100.0
233770,,-100.0
233781,,-100.0
233787,,-100.0
233798,,-100.0
233925,,-100.0
233941,,-100.0
233959,,-100.0
233964,,-100.0
233970,,-100.0
233980,,-100.0
233987,,-100.0
234000,,-100.0
234008,,-100.0
234021,,-100.0
234533,,-100.0
234572,,-100.0
234613,,-100.0
234621,,-100.0
234774,,-100.0
234798,,-100.0
234828,,-100.0
234833,,-100.0
234858,,-100.0
234871,,-100.0
234891,,-100.0
234902,,-100.0
234908,,-100.0
234921,,-100.0
235030,,-100.0
235051,,-100.0
235078,,-100.0
235085,,-100.0
235091,,-100.0
235108,,-100.0
235268,,-100.0
235284,,-100.0
235290,,-100.0
235317,,-100.0
235323,,-100.0
235334,,-100.0
235340,,-100.0
235356,,-100.0
235362,,-100.0
235376,,-100.0
235394,,-100.0
235405,,-100.0
235520,,-100.0
235540,,-100.0
235562,,-100.0
235573,,-100.0
235598,,-100.0
235604,,-100.0
235737,,-100.0
235754,,-100.0
235778,,-100.0
235788,,-100.0
235809,,-100.0
235823,,-100.0
235827,,-100.0
235839,,-100.0
235846,,-100.0
235860,,-100.0
235954,,-100.0
235972,,-100.0
235999,,-100.0
236020,,-100.0
236043,,-100.0
236055,,-100.0
236188,,-100.0
236205,,-100.0
236210,,-100.0
236237,,-100.0
236243,,-100.0
236255,,-100.0
236261,,-100.0
236273,,-100.0
236391,,-100.0
236404,,-100.0
236423,,-100.0
236437,,-100.0
236460,,-100.0
236472,,-100.0
236496,,-100.0
236506,,-100.0
236640,,-100.0
236656,,-100.0
236679,,-100.0
236689,,-100.0
236712,,-100.0
236724,,-100.0
236858,,-100.0
236877,,-100.0
236907,,-100.0
236926,,-100.0
236940,,-100.0
236956,,-100.0
237066,,-100.0
237109,,-100.0
237181,,-100.0
237187,,-100.0
237311,,-100.0
237328,,-100.0
237371,,-100.0
237382,,-100.0
237528,,-100.0
237543,,-100.0
237569,,-100.0
237581,,-100.0
237602,,-100.0
237606,,-100.0
237764,,-100.0
237781,,-100.0
237812,,-100.0
237826,,-100.0
237853,,-100.0
237863,,-100.0
237986,,-100.0
238001,,-100.0
238019,,-100.0
238025,,-100.0
238031,,-100.0
238033,,-100.0
238037,,-100.0
238055,,-100.0
238060,,-100.0
238073,,-100.0
238210,,-100.0
238227,,-100.0
238237,,-100.0
238249,,-100.0
238254,,-100.0
238267,,-100.0
238290,,-100.0
238302,,-100.0
238306,,-100.0
238327,,-100.0
238445,,-100.0
238463,,-100.0
238467,,-100.0
238470,,-100.0
238484,,-100.0
238490,,-100.0
238501,,-100.0
238506,,-100.0
238519,,-100.0
238526,,-100.0
238536,,-100.0
238686,,-100.0
238702,,-100.0
238707,,-100.0
238718,,-100.0
238726,,-100.0
238736,,-100.0
238740,,-100.0
238754,,-100.0
238759,,-100.0
238771,,-100.0
238886,,-100.0
238906,,-100.0
238922,,-100.0
238936,,-100.0
238941,,-100.0
238954,,-100.0
238958,,-100.0
238973,,-100.0
239119,,-100.0
239136,,-100.0
239157,,-100.0
239170,,-100.0
239175,,-100.0
239191,,-100.0
239319,,-100.0
239336,,-100.0
239340,,-100.0
239352,,-100.0
239356,,-100.0
239376,,-100.0
239397,,-100.0
239408,,-100.0
239412,,-100.0
239422,,-100.0
239427,,-100.0
239440,,-100.0
239570,,-100.0
239587,,-100.0
239592,,-100.0
239604,,-100.0
239611,,-100.0
239622,,-100.0
239626,,-100.0
239639,,-100.0
239645,,-100.0
239655,,-100.0
239662,,-100.0
239673,,-100.0
239679,,-100.0
239692,,-100.0
239824,,-100.0
239841,,-100.0
239846,,-100.0
239855,,-100.0
239859,,-100.0
239875,,-100.0
239882,,-100.0
239891,,-100.0
239896,,-100.0
239910,,-100.0
239914,,-100.0
239927,,-100.0
240025,,-100.0
240041,,-100.0
240059,,-100.0
240074,,-100.0
240080,,-100.0
240094,,-100.0
240116,,-100.0
240127,,-100.0
240257,,-100.0
240275,,-100.0
240296,,-100.0
240308,,-100.0
240314,,-100.0
240325,,-100.0
240329,,-100.0
240359,,-100.0
240492,,-100.0
240508,,-100.0
240535,,-100.0
240541,,-100.0
240546,,-100.0
240559,,-100.0
240564,,-100.0
240580,,-100.0
240586,,-100.0
240595,,-100.0
240726,,-100.0
240744,,-100.0
240748,,-100.0
240760,,-100.0
240765,,-100.0
240776,,-100.0
240781,,-100.0
240794,,-100.0
240799,,-100.0
240802,,-100.0
240806,,-100.0
240819,,-100.0
240823,,-100.0
240840,,-100.0
240972,,-100.0
240985,,-100.0
241045,,-100.0
241059,,-100.0
241180,,-100.0
241199,,-100.0
241222,,-100.0
241223,,-100.0
241254,,-100.0
241275,,-100.0
241428,,-100.0
241449,,-100.0
241641,,-100.0
241648,,-100.0
241672,,-100.0
241685,,-100.0
241706,,-100.0
241720,,-100.0
241831,,-100.0
241845,,-100.0
241849,,-100.0
241860,,-100.0
241866,,-100.0
241868,,-100.0
241874,,-100.0
241884,,-100.0
241891,,-100.0
241905,,-100.0
241910,,-100.0
241923,,-100.0
241928,,-100.0
241939,,-100.0
242064,,-100.0
242071,,-100.0
242098,,-100.0
242107,,-100.0
242114,,-100.0
242129,,-100.0
242151,,-100.0
242163,,-100.0
242263,,-100.0
242295,,-100.0
242307,,-100.0
242319,,-100.0
242343,,-100.0
242354,,-100.0
242361,,-100.0
242375,,-100.0
242394,,-100.0
242407,,-100.0
242541,,-100.0
242553,,-100.0
242575,,-100.0
242591,,-100.0
242612,,-100.0
242627,,-100.0
242632,,-100.0
242642,,-100.0
242791,,-100.0
242806,,-100.0
242826,,-100.0
242840,,-100.0
242846,,-100.0
242861,,-100.0
243278,,-100.0
243293,,-100.0
243315,,-100.0
243327,,-100.0
243333,,-100.0
243348,,-100.0
243354,,-100.0
243356,,-100.0
243374,,-100.0
243385,,-100.0
243495,,-100.0
243510,,-100.0
243533,,-100.0
243543,,-100.0
243549,,-100.0
243560,,-100.0
243577,,-100.0
243585,,-100.0
243711,,-100.0
243727,,-100.0
243750,,-100.0
243763,,-100.0
243912,,-100.0
243933,,-100.0
243970,,-100.0
243995,,-100.0
244006,,-100.0
244015,,-100.0
244113,,-100.0
244165,,-100.0
244371,,-100.0
244387,,-100.0
244413,,-100.0
244421,,-100.0
244430,,-100.0
244440,,-100.0
244462,,-100.0
244476,,-100.0
244621,,-100.0
244635,,-100.0
244671,,-100.0
244703,,-100.0
244817,,-100.0
244833,,-100.0
244855,,-100.0
244860,,-100.0
244883,,-100.0
244893,,-100.0
244915,,-100.0
244929,,-100.0
244954,,-100.0
244967,,-100.0
244990,,-100.0
245004,,-100.0
245166,,-100.0
245179,,-100.0
245199,,-100.0
245211,,-100.0
245217,,-100.0
245230,,-100.0
245236,,-100.0
245246,,-100.0
245252,,-100.0
245264,,-100.0
245269,,-100.0
245285,,-100.0
245491,,-100.0
245508,,-100.0
245531,,-100.0
245541,,-100.0
245546,,-100.0
245559,,-100.0
245580,,-100.0
245593,,-100.0
245618,,-100.0
245630,,-100.0
245748,,-100.0
245763,,-100.0
245787,,-100.0
245842,,-100.0
245961,,-100.0
245979,,-100.0
246006,,-100.0
246012,,-100.0
246032,,-100.0
246046,,-100.0
246053,,-100.0
246079,,-100.0
246176,,-100.0
246202,,-100.0
246234,,-100.0
246248,,-100.0
246254,,-100.0
246269,,-100.0
246289,,-100.0
246297,,-100.0
246436,,-100.0
246451,,-100.0
246476,,-100.0
246484,,-100.0
246511,,-100.0
246522,,-100.0
246648,,-100.0
246662,,-100.0
246671,,-100.0
246694,,-100.0
246699,,-100.0
246714,,-100.0
246864,,-100.0
246886,,-100.0
246963,,-100.0
246971,,-100.0
247086,,-100.0
247103,,-100.0
247129,,-100.0
247134,,-100.0
247152,,-100.0
247166,,-100.0
247172,,-100.0
247193,,-100.0
247330,,-100.0
247350,,-100.0
247418,,-100.0
247428,,-100.0
247592,,-100.0
247606,,-100.0
247625,,-100.0
247645,,-100.0
247670,,-100.0
247798,,-100.0
247824,,-100.0
247836,,-100.0
247843,,-100.0
247854,,-100.0
247860,,-100.0
247885,,-100.0
248018,,-100.0
248040,,-100.0
248065,,-100.0
248074,,-100.0
248097,,-100.0
248113,,-100.0
248216,,-100.0
248233,,-100.0
248255,,-100.0
248269,,-100.0
248286,,-100.0
248297,,-100.0
248434,,-100.0
248454,,-100.0
248461,,-100.0
248474,,-100.0
248501,,-100.0
248514,,-100.0
248520,,-100.0
248544,,-100.0
248633,,-100.0
248651,,-100.0
248657,,-100.0
248684,,-100.0
248690,,-100.0
248701,,-100.0
248709,,-100.0
248908,,-100.0
248925,,-100.0
248944,,-100.0
248957,,-100.0
248988,,-100.0
248998,,-100.0
249145,,-100.0
249160,,-100.0
249196,,-100.0
249211,,-100.0
249232,,-100.0
249254,,-100.0
249380,,-100.0
249401,,-100.0
249436,,-100.0
249444,,-100.0
249609,,-100.0
249627,,-100.0
249648,,-100.0
249661,,-100.0
249667,,-100.0
249679,,-100.0
249829,,-100.0
249850,,-100.0
249857,,-100.0
249876,,-100.0
249882,,-100.0
249893,,-100.0
249901,,-100.0
249913,,-100.0
250445,,-100.0
250460,,-100.0
250493,,-100.0
250500,,-100.0
250534,,-100.0
250547,,-100.0
250570,,-100.0
250588,,-100.0
250697,,-100.0
250712,,-100.0
250734,,-100.0
250746,,-100.0
250754,,-100.0
250764,,-100.0
250792,,-100.0
250803,,-100.0
250932,,-100.0
250947,,-100.0
250973,,-100.0
250984,,-100.0
251134,,-100.0
251147,,-100.0
251166,,-100.0
251181,,-100.0
251185,,-100.0
251201,,-100.0
251366,,-100.0
251385,,-100.0
251411,,-100.0
251421,,-100.0
251583,,-100.0
251601,,-100.0
251616,,-100.0
251635,,-100.0
251666,,-100.0
251684,,-100.0
251834,,-100.0
251854,,-100.0
251879,,-100.0
251890,,-100.0
252030,,-100.0
252047,,-100.0
252074,,-100.0
252083,,-100.0
252477,,-100.0
252498,,-100.0
252507,,-100.0
252521,,-100.0
252702,,-100.0
252765,,-100.0
252936,,-100.0
252977,,-100.0
253007,,-100.0
253014,,-100.0
253172,,-100.0
253177,,-100.0
253216,,-100.0
253232,,-100.0
253395,,-100.0
253413,,-100.0
253420,,-100.0
253446,,-100.0
253454,,-100.0
253483,,-100.0
253645,,-100.0
253663,,-100.0
253690,,-100.0
253700,,-100.0
253884,,-100.0
253899,,-100.0
253947,,-100.0
253957,,-100.0
254116,,-100.0
254135,,-100.0
254180,,-100.0
254191,,-100.0
254351,,-100.0
254367,,-100.0
254407,,-100.0
254415,,-100.0
254436,,-100.0
254450,,-100.0
254598,,-100.0
254629,,-100.0
254663,,-100.0
254673,,-100.0
254705,,-100.0
254717,,-100.0
254898,,-100.0
254936,,-100.0
254978,,-100.0
254986,,-100.0
255137,,-100.0
255150,,-100.0
255187,,-100.0
255202,,-100.0
255210,,-100.0
255237,,-100.0
255407,,-100.0
255422,,-100.0
255461,,-100.0
255475,,-100.0
255618,,-100.0
255640,,-100.0
255688,,-100.0
255699,,-100.0
255849,,-100.0
255866,,-100.0
256104,,-100.0
256120,,-100.0
256144,,-100.0
256156,,-100.0
256187,,-100.0
256198,,-100.0
256286,,-100.0
256365,,-100.0
256381,,-100.0
256394,,-100.0
256562,,-100.0
256574,,-100.0
256597,,-100.0
256611,,-100.0
256622,,-100.0
256636,,-100.0
256662,,-100.0
256674,,-100.0
263476,,-100.0
263496,,-100.0
263551,,-100.0
263567,,-100.0
263688,,-100.0
263702,,-100.0
263728,,-100.0
263735,,-100.0
263757,,-100.0
263768,,-100.0
263857,,-100.0
263870,,-100.0
263895,,-100.0
263902,,-100.0
263911,,-100.0
263935,,-100.0
264040,,-100.0
264053,,-100.0
264076,,-100.0
264085,,-100.0
264109,,-100.0
264119,,-100.0
264192,,-100.0
264204,,-100.0
264226,,-100.0
264236,,-100.0
264259,,-100.0
264271,,-100.0
264375,,-100.0
264387,,-100.0
264411,,-100.0
264421,,-100.0
264443,,-100.0
264453,,-100.0
264575,,-100.0
264588,,-100.0
264610,,-100.0
264622,,-100.0
264647,,-100.0
264654,,-100.0
264760,,-100.0
264773,,-100.0
264800,,-100.0
264808,,-100.0
264830,,-100.0
264838,,-100.0
264944,,-100.0
264956,,-100.0
264982,,-100.0
264988,,-100.0
265011,,-100.0
265021,,-100.0
265146,,-100.0
265159,,-100.0
265188,,-100.0
265194,,-100.0
265223,,-100.0
265232,,-100.0
265344,,-100.0
265358,,-100.0
265384,,-100.0
265397,,-100.0
265420,,-100.0
265427,,-100.0
265578,,-100.0
265592,,-100.0
265616,,-100.0
265623,,-100.0
265647,,-100.0
265658,,-100.0
265802,,-100.0
265820,,-100.0
265850,,-100.0
265857,,-100.0
265881,,-100.0
265893,,-100.0
266030,,-100.0
266043,,-100.0
266073,,-100.0
266079,,-100.0
266109,,-100.0
266120,,-100.0
266247,,-100.0
266260,,-100.0
266285,,-100.0
266293,,-100.0
266321,,-100.0
266329,,-100.0
266484,,-100.0
266496,,-100.0
266521,,-100.0
266528,,-100.0
266552,,-100.0
266561,,-100.0
266698,,-100.0
266712,,-100.0
266737,,-100.0
266744,,-100.0
266768,,-100.0
266777,,-100.0
266902,,-100.0
266914,,-100.0
266938,,-100.0
266945,,-100.0
266969,,-100.0
266979,,-100.0
267119,,-100.0
267136,,-100.0
267164,,-100.0
267170,,-100.0
267316,,-100.0
267330,,-100.0
267356,,-100.0
267363,,-100.0
267391,,-100.0
267402,,-100.0
267518,,-100.0
267530,,-100.0
267555,,-100.0
267562,,-100.0
267583,,-100.0
267595,,-100.0
267717,,-100.0
267731,,-100.0
267754,,-100.0
267762,,-100.0
267787,,-100.0
267796,,-100.0
267901,,-100.0
267914,,-100.0
267935,,-100.0
267946,,-100.0
267955,,-100.0
267963,,-100.0
267985,,-100.0
267996,,-100.0
268101,,-100.0
268113,,-100.0
268122,,-100.0
268131,,-100.0
268153,,-100.0
268164,,-100.0
268173,,-100.0
268181,,-100.0
295423,,-100.0
295438,,-100.0
295466,,-100.0
295472,,-100.0
295494,,-100.0
295506,,-100.0
295529,,-100.0
295541,,-100.0
295567,,-100.0
295577,,-100.0
295586,,-100.0
295599,,-100.0
295626,,-100.0
295636,,-100.0
295858,,-100.0
295873,,-100.0
295895,,-100.0
295907,,-100.0
295933,,-100.0
295942,,-100.0
295966,,-100.0
295976,,-100.0
295984,,-100.0
296013,,-100.0
296092,,-100.0
296105,,-100.0
296131,,-100.0
296140,,-100.0
296165,,-100.0
296174,,-100.0
296203,,-100.0
296212,,-100.0
296327,,-100.0
296340,,-100.0
296368,,-100.0
296382,,-100.0
296392,,-100.0
296402,,-100.0
296411,,-100.0
296426,,-100.0
296453,,-100.0
296463,,-100.0
296580,,-100.0
296592,,-100.0
296620,,-100.0
296629,,-100.0
296656,,-100.0
296667,,-100.0
296832,,-100.0
296846,,-100.0
296872,,-100.0
296879,,-100.0
296909,,-100.0
296923,,-100.0
297084,,-100.0
297096,,-100.0
297126,,-100.0
297138,,-100.0
297166,,-100.0
297177,,-100.0
297200,,-100.0
297210,,-100.0
297236,,-100.0
297246,,-100.0
297361,,-100.0
297373,,-100.0
297400,,-100.0
297412,,-100.0
297436,,-100.0
297448,,-100.0
297461,,-100.0
297477,,-100.0
297628,,-100.0
297640,,-100.0
297647,,-100.0
297659,,-100.0
297697,,-100.0
297715,,-100.0
297723,,-100.0
297737,,-100.0
297749,,-100.0
297760,,-100.0
297922,,-100.0
297940,,-100.0
297982,,-100.0
297991,,-100.0
298021,,-100.0
298034,,-100.0
298615,,-100.0
298628,,-100.0
298638,,-100.0
298655,,-100.0
298682,,-100.0
298691,,-100.0
298719,,-100.0
298726,,-100.0
298755,,-100.0
298762,,-100.0
298877,,-100.0
298893,,-100.0
298922,,-100.0
298932,,-100.0
298962,,-100.0
298972,,-100.0
298988,,-100.0
299013,,-100.0
299095,,-100.0
299110,,-100.0
299137,,-100.0
299149,,-100.0
299182,,-100.0
299188,,-100.0
299218,,-100.0
299229,,-100.0
299347,,-100.0
299362,,-100.0
299389,,-100.0
299398,,-100.0
299424,,-100.0
299435,,-100.0
299567,,-100.0
299580,,-100.0
299612,,-100.0
299620,,-100.0
299634,,-100.0
299645,,-100.0
299672,,-100.0
299683,,-100.0
299997,,-100.0
300013,,-100.0
300017,,-100.0
300029,,-100.0
300048,,-100.0
300063,,-100.0
300068,,-100.0
300079,,-100.0
300101,,-100.0
300115,,-100.0
300123,,-100.0
300127,,-100.0
300141,,-100.0
300213,,-100.0
300228,,-100.0
300233,,-100.0
300244,,-100.0
300252,,-100.0
300263,,-100.0
300269,,-100.0
300280,,-100.0
300286,,-100.0
300295,,-100.0
300303,,-100.0
300316,,-100.0
300412,,-100.0
300427,,-100.0
300432,,-100.0
300447,,-100.0
300467,,-100.0
300478,,-100.0
300485,,-100.0
300497,,-100.0
300699,,-100.0
300718,,-100.0
300738,,-100.0
300744,,-100.0
300756,,-100.0
300760,,-100.0
300773,,-100.0
300936,,-100.0
300948,,-100.0
300968,,-100.0
300973,,-100.0
301386,,-100.0
301390,,-100.0
301395,,-100.0
301408,,-100.0
301414,,-100.0
301426,,-100.0
301432,,-100.0
301442,,-100.0
301466,,-100.0
301478,,-100.0
302192,,-100.0
302207,,-100.0
302250,,-100.0
302255,,-100.0
302261,,-100.0
302273,,-100.0
302300,,-100.0
302313,,-100.0
302453,,-100.0
302461,,-100.0
302496,,-100.0
302509,,-100.0
302515,,-100.0
302526,,-100.0
302547,,-100.0
302561,,-100.0
302675,,-100.0
302677,,-100.0
302715,,-100.0
302726,,-100.0
302738,,-100.0
302753,,-100.0
302877,,-100.0
302894,,-100.0
303072,,-100.0
303089,,-100.0
303100,,-100.0
303105,,-100.0
303110,,-100.0
303122,,-100.0
303130,,-100.0
303141,,-100.0
303268,,-100.0
303284,,-100.0
303305,,-100.0
303306,,-100.0
303468,,-100.0
303483,,-100.0
303507,,-100.0
303516,,-100.0
303631,,-100.0
303646,,-100.0
303672,,-100.0
303681,,-100.0
303704,,-100.0
303716,,-100.0
303722,,-100.0
303733,,-100.0
303849,,-100.0
303864,,-100.0
303890,,-100.0
303900,,-100.0
303921,,-100.0
303933,,-100.0
303940,,-100.0
303950,,-100.0
304067,,-100.0
304081,,-100.0
304105,,-100.0
304113,,-100.0
304122,,-100.0
304133,,-100.0
304159,,-100.0
304175,,-100.0
304448,,-100.0
304463,,-100.0
304489,,-100.0
304497,,-100.0
304517,,-100.0
304532,,-100.0
304554,,-100.0
304564,,-100.0
304666,,-100.0
304678,,-100.0
304701,,-100.0
304712,,-100.0
304719,,-100.0
304730,,-100.0
304864,,-100.0
304878,,-100.0
304903,,-100.0
304912,,-100.0
304921,,-100.0
304935,,-100.0
305064,,-100.0
305078,,-100.0
305102,,-100.0
305112,,-100.0
305118,,-100.0
305127,,-100.0
305136,,-100.0
305146,,-100.0
305281,,-100.0
305294,,-100.0
305318,,-100.0
305328,,-100.0
305345,,-100.0
305358,,-100.0
305518,,-100.0
305530,,-100.0
305557,,-100.0
305567,,-100.0
305713,,-100.0
305730,,-100.0
305753,,-100.0
305765,,-100.0
305788,,-100.0
305797,,-100.0
305931,,-100.0
305949,,-100.0
305973,,-100.0
305980,,-100.0
306130,,-100.0
306146,,-100.0
306177,,-100.0
306183,,-100.0
306331,,-100.0
306343,,-100.0
306366,,-100.0
306377,,-100.0
306402,,-100.0
306413,,-100.0
306420,,-100.0
306431,,-100.0
306546,,-100.0
306562,,-100.0
306597,,-100.0
306603,,-100.0
306800,,-100.0
306816,,-100.0
307370,,-100.0
307379,,-100.0
307419,,-100.0
307429,,-100.0
307620,,-100.0
307635,,-100.0
307672,,-100.0
307681,,-100.0
307837,,-100.0
307853,,-100.0
308066,,-100.0
308081,,-100.0
308107,,-100.0
308117,,-100.0
308839,,-100.0
308852,,-100.0
308863,,-100.0
308875,,-100.0
308884,,-100.0
308912,,-100.0
309039,,-100.0
309053,,-100.0
309076,,-100.0
309091,,-100.0
309184,,-100.0
309202,,-100.0
309219,,-100.0
309256,,-100.0
309277,,-100.0
309289,,-100.0
309294,,-100.0
309307,,-100.0
309315,,-100.0
309326,,-100.0
309332,,-100.0
309349,,-100.0
309366,,-100.0
309383,,-100.0
309401,,-100.0
309419,,-100.0
309434,,-100.0
309436,,-100.0
309454,,-100.0
309468,,-100.0
309471,,-100.0
309488,,-100.0
309491,,-100.0
309500,,-100.0
309504,,-100.0
309506,,-100.0
309507,,-100.0
309524,,-100.0
309528,,-100.0
309531,,-100.0
309543,,-100.0
309549,,-100.0
309566,,-100.0
309582,,-100.0
309601,,-100.0
309624,,-100.0
309671,,-100.0
309698,,-100.0
309743,,-100.0
309765,,-100.0
309802,,-100.0
309818,,-100.0
309836,,-100.0
309853,,-100.0
309870,,-100.0
309888,,-100.0
309907,,-100.0
309923,,-100.0
309940,,-100.0
309958,,-100.0
309964,,-100.0
309982,,-100.0
310001,,-100.0
310018,,-100.0
310034,,-100.0
310053,,-100.0
311012,,-100.0
311027,,-100.0
311032,,-100.0
311060,,-100.0
311066,,-100.0
311080,,-100.0
311086,,-100.0
311132,,-100.0
311246,,-100.0
311262,,-100.0
311270,,-100.0
311295,,-100.0
311300,,-100.0
311331,,-100.0
311337,,-100.0
311383,,-100.0
312000,,-100.0
312017,,-100.0
312024,,-100.0
312052,,-100.0
312057,,-100.0
312059,,-100.0
312065,,-100.0
312077,,-100.0
312082,,-100.0
312097,,-100.0
312264,,-100.0
312281,,-100.0
312302,,-100.0
312313,,-100.0
312322,,-100.0
312334,,-100.0
312353,,-100.0
312366,,-100.0
312743,,-100.0
312744,,-100.0
312750,,-100.0
312751,,-100.0
312857,,-100.0
312871,,-100.0
312898,,-100.0
312908,,-100.0
313116,,-100.0
313136,,-100.0
313182,,-100.0
313188,,-100.0
313341,,-100.0
313347,,-100.0
313370,,-100.0
313380,,-100.0
313387,,-100.0
313402,,-100.0
313421,,-100.0
313432,,-100.0
313567,,-100.0
313581,,-100.0
313608,,-100.0
313614,,-100.0
313620,,-100.0
313633,,-100.0
313638,,-100.0
313652,,-100.0
313816,,-100.0
313832,,-100.0
313854,,-100.0
313865,,-100.0
313872,,-100.0
313883,,-100.0
313913,,-100.0
313924,,-100.0
314755,,-100.0
314772,,-100.0
314795,,-100.0
314804,,-100.0
314826,,-100.0
314827,,-100.0
314972,,-100.0
314986,,-100.0
315010,,-100.0
315021,,-100.0
315191,,-100.0
315203,,-100.0
315229,,-100.0
315236,,-100.0
315389,,-100.0
315402,,-100.0
315424,,-100.0
315437,,-100.0
315461,,-100.0
315472,,-100.0
315570,,-100.0
315584,,-100.0
315621,,-100.0
315634,,-100.0
317652,,-100.0
317666,,-100.0
317694,,-100.0
317701,,-100.0
317724,,-100.0
317734,,-100.0
317760,,-100.0
317769,,-100.0
317794,,-100.0
317801,,-100.0
317813,,-100.0
317830,,-100.0
318029,,-100.0
318031,,-100.0
318080,,-100.0
318091,,-100.0
318102,,-100.0
318117,,-100.0
318140,,-100.0
318151,,-100.0
319437,,-100.0
319455,,-100.0
319490,,-100.0
319507,,-100.0
319523,,-100.0
319541,,-100.0
319559,,-100.0
319566,,-100.0
319601,,-100.0
319723,,-100.0
319743,,-100.0
319776,,-100.0
319782,,-100.0
319801,,-100.0
319818,,-100.0
319836,,-100.0
320000,,-100.0
320018,,-100.0
320036,,-100.0
320052,,-100.0
320069,,-100.0
320303,,-100.0
320321,,-100.0
320326,,-100.0
320355,,-100.0
320361,,-100.0
320370,,-100.0
320396,,-100.0
320400,,-100.0
320413,,-100.0
320418,,-100.0
320431,,-100.0
320436,,-100.0
320467,,-100.0
320774,,-100.0
320793,,-100.0
320816,,-100.0
320872,,-100.0
321051,,-100.0
321070,,-100.0
321085,,-100.0
321103,,-100.0
321121,,-100.0
321141,,-100.0
321287,,-100.0
321305,,-100.0
321339,,-100.0
321357,,-100.0
321409,,-100.0
321539,,-100.0
321556,,-100.0
321573,,-100.0
321591,,-100.0
321608,,-100.0
