Time,Value
0.0,-99.6469387755102
47.28173228899736,-99.6469387755102
51.69785473608137,99.97077380951531
260.73100059709543,99.97077380951531
268.774820775912,-99.63518408332129
387.2576002793482,-99.63518408332115
392.7161496594751,98.65201363603228
402.44570825418486,98.6520136360326
410.81805859808065,-99.79366364793896
631.8703086192053,-99.79366364793924
640.5691207088984,94.72855599998002
654.5722489602698,94.72855599997924
662.9426686817598,-31.274729999993724
662.9999929153678,-31.274729999993554
663.0,-31.274780137345253
663.00001,
671.99999,
671.9999961135519,-94.96700249594231
671.9999961135795,-94.96700249594221
672.0,-94.96700321221587
695.0,-99.2059408826315
